#Deuxième enfoncement	
#Hauteur (mm)	Aire (mm²)
1.88375	206.492781065089
1.87875	206.82224852071
1.87375	206.538224852071
1.86875	206.625325443787
1.86375	205.784615384615
1.85875	206.28449704142
1.85375	205.917159763314
1.84875	206.701065088757
1.843875	206.189822485207
1.83875	206.204970414201
1.833875	206.59124260355
1.82875	206.663195266272
1.823875	207.481183431953
1.81875	207.390295857988
1.813875	207.583431952663
1.808875	207.935621301775
1.803875	207.420591715976
1.798875	207.075976331361
1.793875	206.882840236686
1.788875	207.212307692308
1.783875	206.985088757396
1.778875	206.84875739645
1.773875	206.879053254438
1.768875	206.773017751479
1.763875	207.401656804734
1.758875	207.784142011834
1.753875	207.784142011834
1.748875	207.644023668639
1.743875	206.697278106509
1.738875	207.212307692308
1.733875	207.216094674556
1.728875	206.295857988166
1.723875	206.133017751479
1.718875	206.394319526627
1.713875	205.777041420118
1.708875	205.795976331361
1.704	205.636923076923
1.698875	205.883076923077
1.694	205.731597633136
1.689	205.77325443787
1.684	205.841420118343
1.679	205.091597633136
1.674	205.807337278107
1.669	206.651834319527
1.664	206.140591715976
1.659	207.019171597633
1.654	206.51550295858
1.649	206.947218934911
1.644	206.288284023669
1.639	206.144378698225
1.634	206.773017751479
1.629	207.193372781065
1.624	207.329704142012
1.618875	207.125207100592
1.614	207.553136094675
1.608875	207.019171597633
1.604	206.322366863905
1.598875	206.636686390533
1.593875	206.735147928994
1.588875	206.538224852071
1.583875	206.784378698225
1.578875	206.799526627219
1.573875	206.651834319527
1.568875	206.159526627219
1.563875	206.28449704142
1.558875	206.10650887574
1.553875	206.31100591716
1.548875	206.227692307692
1.543875	206.500355029586
1.538875	206.466272189349
1.533875	206.470059171598
1.528875	206.398106508876
1.523875	206.133017751479
1.518875	206.560946745562
1.513875	205.917159763314
1.508875	205.962603550296
1.503875	206.133017751479
1.49875	205.879289940828
1.49875	195.27573964497
1.493875	195.851360946746
1.48875	195.696094674556
1.48375	195.593846153846
1.47875	196.188402366864
1.47375	196.389112426035
1.46875	196.127810650888
1.46375	195.987692307692
1.45875	196.305798816568
1.45375	196.461065088757
1.44875	196.400473372781
1.44375	196.729940828402
1.43875	196.434556213018
1.43375	196.37775147929
1.42875	196.570887573964
1.42375	196.400473372781
1.41875	196.120236686391
1.41375	196.461065088757
1.40875	196.589822485207
1.40375	196.434556213018
1.39875	196.50650887574
1.39375	196.597396449704
1.38875	196.654201183432
1.38375	196.926863905325
1.37875	196.521656804734
1.37375	196.457278106509
1.36875	196.58224852071
1.36375	196.752662721894
1.35875	196.714792899408
1.35375	197.150295857988
1.34875	196.881420118343
1.343875	197.404023668639
1.33875	197.608520710059
1.333875	197.494911242604
1.32875	197.411597633136
1.323875	197.725917159763
1.31875	197.400236686391
1.313875	197.695621301775
1.308875	197.498698224852
1.303875	197.563076923077
1.298875	197.915266272189
1.293875	197.809230769231
1.288875	197.55550295858
1.283875	197.608520710059
1.278875	197.65775147929
1.273875	197.752426035503
1.268875	197.930414201183
1.263875	198.119763313609
1.258875	197.828165680473
1.253875	197.873609467456
1.248875	198.119763313609
1.243875	197.843313609467
1.238875	198.278816568047
1.233875	198.131124260355
1.228875	198.138698224852
1.223875	198.453017751479
1.218875	198.153846153846
1.213875	198.471952662722
1.208875	198.388639053254
1.204	198.415147928994
1.198875	198.570414201183
1.194	198.218224852071
1.189	198.634792899408
1.184	198.562840236686
1.179	198.52875739645
1.174	198.483313609467
1.169	198.562840236686
1.164	198.672662721893
1.159	198.434082840237
1.154	198.695384615385
1.149	198.994556213018
1.144	198.570414201183
1.139	198.763550295858
1.134	198.73325443787
1.129	198.665088757396
1.124	199.149822485207
1.119	198.805207100592
1.114	198.437869822485
1.108875	198.782485207101
1.104	198.831715976331
1.098875	198.714319526627
1.094	198.615857988166
1.088875	198.759763313609
1.083875	198.979408284024
1.078875	198.968047337278
1.073875	198.555266272189
1.068875	198.888520710059
1.063875	198.661301775148
1.058875	199.06650887574
1.053875	199.055147928994
1.048875	199.043786982249
1.043875	198.812781065089
1.038875	198.755976331361
1.033875	199.157396449704
1.028875	199.024852071006
1.023875	199.130887573964
1.018875	199.062721893491
1.013875	199.146035502959
1.008875	198.930177514793
1.003875	198.892307692308
0.99875	198.748402366864
0.993875	199.206627218935
0.98875	199.293727810651
0.983875	199.687573964497
0.97875	199.467928994083
0.97375	199.509585798817
0.96875	199.65349112426
0.96375	199.880710059172
0.95875	199.467928994083
0.95375	199.729230769231
0.94875	199.327810650888
0.94375	199.661065088757
0.93875	199.274792899408
0.93375	199.339171597633
0.92875	199.733017751479
0.92375	199.714082840237
0.91875	199.645917159763
0.91375	200.179881656805
0.90875	199.441420118343
0.90375	199.804970414201
0.89875	200.001893491124
0.89375	199.751952662722
0.88875	200.123076923077
0.88375	200.14201183432
0.87875	200.248047337278
0.87375	199.979171597633
0.86875	199.895857988166
0.86375	200.145798816568
0.85875	200.08899408284
0.85375	199.88449704142
0.84875	200.024615384615
0.843875	200.054911242604
0.83875	200.183668639053
0.833875	200.005680473373
0.82875	200.085207100592
0.823875	200.149585798817
0.81875	200.225325443787
0.813875	199.990532544379
0.808875	199.835266272189
0.803875	199.865562130178
0.798875	199.907218934911
0.793875	200.062485207101
0.788875	200.157159763314
0.783875	200.123076923077
0.778875	200.123076923077
0.773875	199.941301775148
0.768875	199.892071005917
0.763875	200.304852071006
0.758875	200.073846153846
0.753875	200.001893491124
0.748875	200.08899408284
0.743875	200.255621301775
0.738875	200.187455621302
0.733875	200.263195266272
0.728875	200.164733727811
0.723875	200.289704142012
0.718875	200.259408284024
0.713875	200.251834319527
0.708875	199.846627218935
0.704	200.195029585799
0.698875	199.846627218935
0.694	200.278343195266
0.689	200.323786982249
0.684	200.433609467456
0.679	200.532071005917
0.674	200.149585798817
0.669	200.213964497041
0.664	200.123076923077
0.659	200.373017751479
0.654	200.255621301775
0.649	200.308639053254
0.644	200.195029585799
0.639	200.206390532544
0.634	200.149585798817
0.629	200.195029585799
0.624	200.365443786982
0.618875	200.323786982249
0.614	200.34650887574
0.608875	200.479053254438
0.604	200.285917159763
0.598875	200.365443786982
0.593875	200.376804733728
0.588875	200.282130177515
0.583875	200.274556213018
0.578875	200.391952662722
0.573875	200.44875739645
0.568875	200.899408284024
0.563875	200.634319526627
0.558875	201.039526627219
0.553875	200.554792899408
0.548875	200.747928994083
0.543875	200.747928994083
0.538875	200.793372781065
0.533875	200.846390532544
0.528875	200.808520710059
0.523875	200.978934911243
0.518875	201.058461538462
0.513875	200.994082840237
0.508875	200.888047337278
0.503875	200.93349112426
0.49875	200.880473372781
0.493875	200.823668639053
0.48875	200.649467455621
0.48375	200.763076923077
0.47875	200.713846153846
0.47375	200.72899408284
0.46875	200.804733727811
0.46375	200.717633136095
0.45875	200.759289940828
0.45375	200.759289940828
0.44875	200.861538461538
0.44375	200.88426035503
0.43875	200.819881656805
0.43375	200.78201183432
0.42875	200.903195266272
0.42375	200.713846153846
0.41875	200.978934911243
0.41375	201.039526627219
0.40875	200.823668639053
0.40375	200.876686390533
0.39875	200.861538461538
0.39375	200.797159763314
0.38875	200.789585798817
0.38375	200.929704142012
0.37875	200.967573964497
0.37375	200.75550295858
0.36875	200.891834319527
0.36375	200.789585798817
0.35875	200.793372781065
0.35375	200.963786982249
0.34875	200.982721893491
0.343875	200.941065088757
0.33875	201.031952662722
0.333875	200.956213017751
0.32875	200.903195266272
0.323875	200.880473372781
0.31875	200.778224852071
0.313875	200.630532544379
0.308875	200.785798816568
0.303875	200.835029585799
0.298875	200.789585798817
0.293875	200.75550295858
0.288875	200.702485207101
0.283875	200.702485207101
0.278875	200.736568047337
0.273875	200.903195266272
0.268875	200.808520710059
0.263875	200.93349112426
0.258875	201.028165680473
0.253875	200.93349112426
0.248875	200.952426035503
0.243875	200.903195266272
0.238875	200.853964497041
0.233875	200.706272189349
0.228875	200.994082840237
0.223875	200.899408284024
0.218875	200.948639053254
0.213875	201.013017751479
0.208875	200.869112426036
0.204	200.891834319527
0.198875	200.747928994083
0.194	200.683550295858
0.189	200.664615384615
0.184	200.607810650888
0.179	200.85775147929
0.174	200.819881656805
0.169	200.891834319527
0.164	201.19100591716
0.159	201.119053254438
0.154	201.084970414201
0.149	200.789585798817
0.144	200.785798816568
0.139	200.573727810651
0.134	200.376804733728
0.129	200.49798816568
0.124	200.437396449704
0.119	200.532071005917
0.114	200.479053254438
0.108875	200.471479289941
0.104	200.384378698225
0.098875	200.149585798817
0.094	200.035976331361
0.088875	200.172307692308
0.083875	200.119289940828
0.078875	200.225325443787
0.073875	200.418461538462
0.068875	200.380591715976
0.063875	200.39573964497
0.058875	200.437396449704
0.053875	201.001656804734
0.048875	201.236449704142
0.043875	201.543195266272
0.038875	201.478816568047
0.033875	201.372781065089
0.028875	201.649230769231
0.023875	201.509112426036
0.018875	201.6
0.013875	201.861301775148
0.008875	201.902958579882
0.003875	203.129940828402
-0.00125	202.720946745562
-0.006125	203.217041420118
-0.01125	202.940591715976
-0.01625	203.98201183432
-0.02125	204.004733727811
-0.02625	203.966863905325
-0.03125	204.921183431953
-0.03625	204.504615384615
-0.04125	204.610650887574
-0.04625	205.068875739645
-0.05125	205.481656804734
-0.05625	205.780828402367
-0.06125	206.587455621302
-0.06625	206.64426035503
-0.07125	207.079763313609
-0.07625	208.10224852071
-0.08125	208.318106508876
-0.08625	208.780118343195
-0.09125	209.211834319527
-0.09625	209.17775147929
-0.10125	209.779881656805
-0.10625	209.94650887574
-0.11125	210.181301775148
-0.11625	210.446390532544
-0.12125	210.961420118343
-0.12625	211.112899408284
-0.13125	211.63550295858
-0.13625	213.241183431953
-0.14125	213.926627218935
-0.14625	214.483313609467
-0.15125	215.180118343195
-0.156125	215.517159763314
-0.16125	216.437396449704
-0.166125	218.03550295858
-0.17125	219.747218934911
-0.176125	220.148639053254
-0.18125	221.26201183432
-0.186125	222.545798816568
-0.191125	223.428165680473
-0.196125	225.673846153846
-0.201125	226.018461538462
-0.206125	225.719289940828
-0.211125	227.321183431953
-0.216125	228.548165680473
-0.221125	231.547455621302
-0.226125	232.619171597633
-0.231125	234.709585798817
-0.236125	236.644733727811
-0.241125	237.943668639053
-0.246125	240.465798816568
-0.251125	241.889704142012
-0.256125	242.169940828402
-0.261125	243.154556213018
-0.266125	245.332071005917
-0.271125	249.172071005917
-0.276125	251.637396449704
-0.281125	253.754319526627
-0.286125	257.370887573964
-0.291125	258.453964497041
-0.296	260.381538461538
-0.301125	262.691597633136
-0.306	264.509349112426
-0.311	266.819408284024
-0.316	268.440236686391
-0.321	270.303431952663
-0.326	270.875266272189
-0.331	272.109822485207
-0.336	273.836686390533
-0.341	277.88875739645
-0.346	280.278343195266
-0.351	282.660355029586
-0.356	285.349112426036
-0.361	286.939644970414
-0.366	288.20449704142
-0.371	289.51100591716
-0.376	290.931124260355
-0.381	292.184615384615
-0.386	293.725917159763
-0.391125	294.922603550296
-0.396	297.251597633136
-0.401125	298.940591715976
-0.406	302.371597633136
-0.411125	302.538224852071
-0.416125	307.949822485207
-0.421125	306.578934911243
-0.426125	313.111479289941
-0.431125	315.258698224852
-0.436125	316.860591715976
-0.441125	314.281656804734
-0.446125	319.97349112426
-0.451125	320.473372781065
-0.456125	320.677869822485
-0.461125	322.169940828402
-0.466125	326.4
-0.471125	324.760236686391
-0.476125	331.841893491124
-0.481125	326.979408284024
-0.486125	330.190769230769
-0.491125	330.016568047337
-0.496125	333.920946745562
-0.50125	335.46224852071
-0.506125	341.585798816568
-0.51125	344.039763313609
-0.51625	342.123550295858
-0.52125	343.305088757396
-0.52625	347.478343195266
-0.53125	347.448047337278
-0.53625	351.886390532544
-0.54125	352.905088757396
-0.54625	352.496094674556
-0.55125	353.798816568047
-0.55625	356.279289940828
-0.56125	359.255857988166
-0.56625	361.751479289941
-0.57125	370.889467455621
-0.57625	373.362366863905
-0.58125	370.427455621302
-0.58625	372.862485207101
-0.59125	376.668402366864
-0.59625	376.816094674556
-0.60125	378.936804733728
-0.60625	384.515029585799
-0.61125	384.651360946746
-0.61625	387.075029585799
-0.62125	390.93775147929
-0.62625	390.562840236686
-0.63125	394.683076923077
-0.63625	395.145088757396
-0.64125	395.485917159763
-0.64625	397.307455621302
-0.65125	398.856331360947
-0.656125	400.704378698225
-0.66125	402.071479289941
-0.666125	405.510059171598
-0.67125	410.175621301775
-0.676125	409.247810650888
-0.68125	413.288520710059
-0.686125	411.326863905325
-0.691125	414.439763313609
-0.696125	417.113372781065
-0.701125	418.544852071006
-0.706125	421.22224852071
-0.711125	424.232899408284
-0.716125	427.489704142012
-0.721125	429.053727810651
-0.726125	429.693727810651
-0.731125	431.598579881657
-0.736125	434.79100591716
-0.741125	438.483313609467
-0.746125	441.221301775148
-0.751125	444.675029585799
-0.756125	444.993136094675
-0.761125	447.572071005917
-0.766125	449.723076923077
-0.771125	451.457514792899
-0.776125	456.092781065089
-0.781125	457.444733727811
-0.786125	458.989822485207
-0.791125	461.811124260355
-0.796	463.458461538462
-0.801125	465.71550295858
-0.806	466.188875739645
-0.811	467.836213017751
-0.816	471.422485207101
-0.821	472.657041420118
-0.826	474.558106508876
-0.831	477.602840236686
-0.836	480.166627218935
-0.841	482.101775147929
-0.846	484.81325443787
-0.851	487.070295857988
-0.856	489.751479289941
-0.861	520.93349112426
-0.866	494.655621301775
-0.871	496.090887573964
-0.876	497.045207100592
-0.881125	498.813727810651
-0.886	531.290887573964
-0.891125	531.976331360947
-0.896	533.263905325444
-0.901125	536.221538461538
-0.906125	507.758579881657
-0.911125	539.610887573965
-0.916125	513.10201183432
-0.921125	514.419881656805
-0.926125	520.183668639053
-0.931125	559.189585798817
