Premier tirage	
Hauteur (mm)	Aire (mm²)
2.293625	312.808520710059
2.298625	310.918816568047
2.303625	308.048284023669
2.308625	305.189112426035
2.313625	305.295147928994
2.318625	301.307455621302
2.323625	303.102485207101
2.328625	296.937278106509
2.333625	293.86224852071
2.338625	291.207573964497
2.343625	290.768284023669
2.348625	286.629112426035
2.353625	283.11100591716
2.358625	283.001183431953
2.363625	279.130887573965
2.368625	278.464378698225
2.373625	276.756449704142
2.378625	271.723550295858
2.383625	270.534437869822
2.388625	266.429349112426
2.393625	264.335147928994
2.398625	261.449467455621
2.403625	260.373964497041
2.408625	258.298698224852
2.413625	255.863668639053
2.418625	254.602603550296
2.423625	253.394556213018
2.428625	250.917869822485
2.433625	250.046863905325
2.438625	249.058461538462
2.44375	248.054911242604
2.448625	247.619408284024
2.45375	245.642603550296
2.458625	244.995029585799
2.46375	241.700355029586
2.468625	238.996449704142
2.47375	237.996686390533
2.478625	235.819171597633
2.48375	234.565680473373
2.48875	232.539644970414
2.49375	230.199289940828
