#Deuxième tirage	
#Hauteur (mm)	Aire (mm²)
2.028875	421.756213017751
2.033875	421.373727810651
2.038875	419.756686390533
2.043875	418.181301775148
2.048875	415.443313609467
2.053875	413.144615384615
2.058875	410.24
2.063875	408.066272189349
2.068875	407.797396449704
2.073875	405.294201183432
2.078875	402.43124260355
2.083875	400.212071005917
2.088875	400.117396449704
2.093875	399.337278106509
2.098875	395.709349112426
2.103875	393.198579881657
2.108875	390.589349112426
2.114	389.809230769231
2.118875	386.450177514793
2.124	382.727573964497
2.128875	380.481893491124
2.134	378.770177514793
2.139	377.228875739645
2.144	375.91100591716
2.149	374.714319526627
2.154	376.516923076923
2.159	372.650414201183
2.164	368.56426035503
2.169	367.401656804734
2.174	364.87573964497
2.178875	361.384142011834
2.184	361.668165680473
2.188875	359.414911242604
2.193875	356.139171597633
2.198875	353.340591715976
2.203875	351.625088757396
2.208875	349.178698224852
2.213875	347.421538461538
2.218875	344.717633136095
2.223875	342.990769230769
2.228875	343.240710059172
2.233875	340.764023668639
2.238875	339.162130177515
2.243875	335.280473372781
2.248875	336.340828402367
2.253875	335.43573964497
2.258875	330.679289940828
2.263875	327.789822485207
2.268875	326.388639053254
2.273875	325.585798816568
2.278875	324.767810650888
2.283875	322.741775147929
2.28875	321.802603550296
2.29375	319.091124260355
2.29875	316.917396449704
2.30375	315.883550295858
2.30875	314.459644970414
2.31375	312.604023668639
2.31875	309.608520710059
2.32375	305.295147928994
2.32875	303.068402366864
2.33375	301.731597633136
2.33875	301.296094674556
2.34375	301.470295857988
2.34875	298.183195266272
2.35375	293.695621301775
2.35875	288.325680473373
2.36375	287.25775147929
2.36875	285.379408284024
2.37375	281.630295857988
2.37875	280.168520710059
2.38375	274.135857988166
2.38875	272.961893491124
2.39375	270.79573964497
2.39875	269.769467455621
2.40375	269.727810650888
2.40875	267.781301775148
2.41375	267.00875739645
2.41875	266.133964497041
2.42375	262.430295857988
2.42875	260.623905325444
2.43375	261.574437869822
2.43875	259.980118343195
2.443875	258.870532544379
2.44875	257.079289940828
2.453875	255.378934911243
2.45875	253.837633136095
2.463875	252.864378698225
2.46875	250.436923076923
2.473875	246.718106508876
2.47875	247.517159763314
2.483875	246.161420118343
2.488875	242.506982248521
2.493875	239.356213017751
