#Troisième enfoncement	
#Hauteur (mm)	Aire (mm²)
0.679	205.807337278107
0.674	206.59124260355
0.669	206.030769230769
0.664	205.292307692308
0.659	205.54224852071
0.654	206.458698224852
0.649	205.398343195266
0.644	205.712662721893
0.639	206.246627218935
0.634	205.724023668639
0.629	205.012071005917
0.624	205.292307692308
0.618875	205.243076923077
0.614	205.36426035503
0.608875	205.31124260355
0.604	205.44
0.598875	205.405917159763
0.593875	205.54224852071
0.588875	205.405917159763
0.583875	205.190059171598
0.578875	205.390769230769
0.573875	205.171124260355
0.568875	205.216568047337
0.563875	205.84899408284
0.558875	205.886863905325
0.553875	205.322603550296
0.548875	205.508165680473
0.543875	205.333964497041
0.538875	205.74674556213
0.533875	205.561183431953
0.528875	205.398343195266
0.523875	205.186272189349
0.518875	205.254437869822
0.513875	205.23550295858
0.50875	205.144615384615
0.503875	205.186272189349
0.49875	205.197633136095
0.493875	204.693964497041
0.48875	204.538698224852
0.48375	204.678816568047
0.47875	204.735621301775
0.47375	204.803786982249
0.46875	205.114319526627
0.46375	205.148402366864
0.45875	205.273372781065
0.45375	205.701301775148
0.44875	205.155976331361
0.44375	205.326390532544
0.43875	205.246863905325
0.43375	205.284733727811
0.42875	205.125680473373
0.42375	205.742958579882
0.41875	205.451360946746
0.41375	205.54224852071
0.40875	206.00426035503
0.40375	205.470295857988
0.39875	205.561183431953
0.39375	205.23550295858
0.38875	205.042366863905
0.38375	204.330414201183
0.37875	204.481893491124
0.37375	204.709112426035
0.36875	204.663668639053
0.36375	204.739408284024
0.35875	205.034792899408
0.35375	205.186272189349
0.34875	205.277159763314
0.343875	205.705088757396
0.33875	206.049704142012
0.333875	205.788402366864
0.32875	205.985325443787
0.323875	205.689940828402
0.31875	205.674792899408
0.313875	206.00426035503
0.308875	205.625562130178
0.303875	205.292307692308
0.298875	206.076213017751
0.293875	205.845207100592
0.288875	205.87550295858
0.283875	205.697514792899
0.278875	206.159526627219
0.273875	205.599053254438
0.268875	205.792189349112
0.263875	205.826272189349
0.258875	205.780828402367
0.253875	205.421065088757
0.248875	205.072662721893
0.243875	205.326390532544
0.238875	205.034792899408
0.233875	204.917396449704
0.228875	205.292307692308
0.223875	205.557396449704
0.218875	206.102721893491
0.213875	206.011834319527
0.208875	206.197396449704
0.204	205.496804733728
0.198875	205.682366863905
0.194	205.553609467456
0.189	205.712662721893
0.184	205.602840236686
0.179	205.742958579882
0.174	206.019408284024
0.169	206.148165680473
0.164	206.606390532544
0.159	207.329704142012
0.154	206.79573964497
0.149	206.74650887574
0.144	207.33349112426
0.139	207.431952662722
0.134	207.954556213018
0.129	207.87124260355
0.124	207.840946745562
0.119	207.647810650888
0.114	207.371360946746
0.108875	207.163076923077
0.104	207.007810650888
0.098875	206.621538461538
0.094	205.803550295858
0.088875	205.87550295858
0.083875	206.174674556213
0.078875	205.394556213018
0.073875	205.155976331361
0.068875	205.118106508876
0.063875	205.03100591716
0.058875	204.77349112426
0.053875	204.906035502959
0.048875	205.966390532544
0.043875	205.886863905325
0.038875	206.235266272189
0.033875	206.083786982249
0.028875	206.159526627219
0.023875	206.329940828402
0.018875	206.326153846154
0.013875	206.769230769231
0.008875	207.806863905325
0.003875	206.79573964497
-0.00125	206.621538461538
-0.006125	206.136804733728
-0.01125	206.685917159763
-0.016125	206.920710059172
-0.02125	206.557159763314
-0.02625	206.833609467456
-0.03125	206.712426035503
-0.03625	207.23124260355
-0.04125	207.272899408284
-0.04625	208.560473372781
-0.05125	209.673846153846
-0.05625	209.370887573964
-0.06125	208.825562130178
-0.06625	209.567810650888
-0.07125	209.84426035503
-0.07625	210.101775147929
-0.08125	211.949822485207
-0.08625	211.215147928994
-0.09125	211.60899408284
-0.09625	211.874082840237
-0.10125	212.408047337278
-0.10625	212.438343195266
-0.11125	213.237396449704
-0.11625	214.044023668639
-0.12125	213.547928994083
-0.12625	214.37349112426
-0.13125	214.926390532544
-0.13625	215.854201183432
-0.14125	215.725443786982
-0.14625	216.104142011834
-0.15125	216.607810650888
-0.156125	216.65325443787
-0.16125	216.706272189349
-0.166125	217.331124260355
-0.17125	219.985798816568
-0.176125	219.550295857988
-0.18125	220.485680473373
-0.186125	221.898224852071
-0.191125	222.322366863905
-0.196125	222.477633136095
-0.201125	222.666982248521
-0.206125	224.814201183432
-0.211125	225.999526627219
-0.216125	227.181065088757
-0.221125	229.797869822485
-0.226125	229.369940828402
-0.231125	231.55124260355
-0.236125	234.508875739645
-0.241125	235.466982248521
-0.246125	235.671479289941
-0.251125	237.549822485207
-0.256125	239.89775147929
-0.261125	241.249704142012
-0.266125	244.010414201183
-0.271125	243.502958579882
-0.276125	247.823905325444
-0.281125	249.808284023669
-0.286	251.448047337278
-0.291125	253.057514792899
-0.296	253.587692307692
-0.301	245.441893491124
-0.306	246.869585798817
-0.311	250.505088757396
-0.316	253.269585798817
-0.321	254.932071005917
-0.326	256.924023668639
-0.331	260.108875739645
-0.336	263.388402366864
-0.341	265.281893491124
-0.346	267.262485207101
-0.351	268.284970414201
-0.356	270.223905325444
-0.361	271.852307692308
-0.366	273.488284023669
-0.371	275.741538461538
-0.376	276.737514792899
-0.381	278.846863905325
-0.386	280.198816568047
-0.391125	281.853727810651
-0.396	283.319289940828
-0.401125	284.917396449704
-0.406	286.042130177515
-0.411125	287.712189349112
-0.416125	289.806390532544
-0.421125	291.033372781065
-0.426125	292.358816568047
-0.431125	293.869822485207
-0.436125	296.444970414201
-0.441125	298.630059171598
-0.446125	300.62201183432
-0.451125	303.314556213018
-0.456125	304.515029585799
-0.461125	307.165917159763
-0.466125	310.040236686391
-0.471125	312.558579881657
-0.476125	314.781538461538
-0.481125	315.489704142012
-0.486125	316.076686390533
-0.491125	317.591479289941
-0.496125	321.083076923077
-0.50125	322.522130177515
-0.506125	324.271715976331
-0.51125	325.434319526627
-0.51625	328.604023668639
-0.52125	331.152662721893
-0.52625	334.428402366864
-0.53125	336.821775147929
-0.53625	338.419881656805
-0.54125	339.81349112426
-0.54625	340.714792899408
-0.55125	343.24449704142
-0.55625	344.577514792899
-0.56125	346.630059171598
-0.56625	348.648520710059
-0.57125	350.492781065089
-0.57625	353.298934911243
-0.58125	354.238106508876
-0.58625	355.832426035503
-0.59125	357.343431952663
-0.59625	358.494674556213
-0.60125	362.126390532544
-0.60625	363.822958579882
-0.61125	366.587455621302
-0.61625	369.647337278107
-0.62125	371.91573964497
-0.62625	374.085680473373
-0.63125	375.57775147929
-0.63625	377.047100591716
-0.64125	378.433136094675
-0.64625	380.383431952663
-0.65125	383.060828402367
-0.656125	384.867218934911
-0.66125	386.38201183432
-0.666125	387.677159763314
-0.67125	390.998343195266
-0.676125	392.266982248521
-0.68125	394.542958579882
-0.686125	396.553846153846
-0.691125	398.322366863905
-0.696125	400.598343195266
-0.701125	402.681183431953
-0.706125	404.207337278106
-0.711125	405.65775147929
-0.716125	407.623195266272
-0.721125	409.228875739645
-0.726125	413.061301775148
-0.731125	414.905562130177
-0.736125	417.529940828402
-0.741125	419.476449704142
-0.746125	422.309112426035
-0.751125	424.460118343195
-0.756125	426.773964497041
-0.761125	429.61798816568
-0.766125	432.181775147929
-0.771125	433.654911242604
-0.776125	436.415621301775
-0.781125	439.047573964497
-0.786125	441.62650887574
-0.791125	444.118343195266
-0.796	446.367810650888
-0.801125	448.33325443787
-0.806	451.434792899408
-0.811	453.290414201183
-0.816	455.111952662722
-0.821	458.058224852071
-0.826	460.565207100592
-0.831	463.178224852071
-0.836	464.969467455621
-0.841	466.844023668639
-0.846	468.642840236686
-0.851	470.805207100592
-0.856	472.838816568047
-0.861	474.686863905325
-0.866	476.432662721894
-0.871	479.92426035503
-0.876	482.438816568047
-0.881125	484.487573964497
-0.886	486.657514792899
-0.891125	488.630532544379
-0.896	491.296568047337
-0.901125	493.288520710059
-0.906125	494.932071005917
-0.911125	496.515029585799
-0.916125	498.010887573965
-0.921125	499.22650887574
-0.926125	500.896568047337
-0.931125	502.774911242604
-0.936125	505.52426035503
-0.941125	507.618461538462
-0.946125	542.701065088757
-0.951125	510.526863905325
-0.956125	514.094201183432
-0.961125	516.65798816568
-0.966125	551.933727810651
