#area theta h
139.85 127.953959658858 1.55188
134.931 128.037984038659 1.55688
132.79 127.996396214313 1.56188
129.019 128.024404340913 1.56688
125.575 128.034589114222 1.57188
123.638 127.979421592131 1.57688
122.346 127.896245943439 1.58188
121.839 127.779121050383 1.58688
120.451 127.699340326128 1.59187
119.925 127.583064164181 1.59688
118.139 127.516863137671 1.60187
116.919 127.427746371216 1.60688
114.412 127.388704740197 1.61187
112.796 127.312318940378 1.61688
110.905 127.245269182759 1.62187
108.496 127.196042778431 1.62688
106.075 127.145118911885 1.63187
103.86 127.083161540921 1.63688
101.009 127.041573716575 1.64187
98.8182 126.973675227847 1.64688
97.0777 126.888802116937 1.65188
95.4428 126.795441694936 1.657
94.0715 126.699535079608 1.66188
92.6792 126.595989884297 1.667
91.4222 126.490747226769 1.672
89.8945 126.390596955895 1.677
88.5865 126.283656836148 1.682
86.5156 126.194540069693 1.687
85.8317 126.068927865546 1.692
85.0072 125.945861854727 1.697
83.6324 125.833829348325 1.702
81.8551 125.729435421906 1.707
80.0285 125.622495302159 1.712
78.7416 125.501975484667 1.717
77.1981 125.384001860502 1.722
76.0237 125.258389656355 1.727
74.8019 125.130231258881 1.732
72.0963 125.01819875248 1.737
70.2047 124.890040355006 1.742
69.1305 124.751697184222 1.747
68.1689 124.615051475657 1.75187
66.8275 124.473313380437 1.75687
65.6848 124.32902909189 1.76187
64.9007 124.181349878907 1.76687
63.4732 124.031973203705 1.77188
62.5802 123.880899066285 1.77687
61.1491 123.723035079993 1.78188
58.8778 123.553288858173 1.78687
53.8621 123.316492878734 1.79188
51.2603 123.095822790368 1.79688
49.0628 122.868362853129 1.80188
45.5344 122.560273460525 1.80688
39.1669 121.98992615521 1.81188
33.1843 121.220127039256 1.81688
29.6613 120.552175656394 1.82188
25.871 119.670344034039 1.82688
18.5383 117.278619768594 1.83188
