#area theta h
260.533 175.467945654726 -0.602875
263.597 175.400743460322 -0.607875
265.149 175.426280294195 -0.612875
267.133 175.425608272251 -0.617875
269.409 175.406791657818 -0.622875
269.736 175.507594949424 -0.627875
271.392 175.527083585801 -0.632875
274.17 175.478025983886 -0.637875
275.979 175.488106313047 -0.642875
278.21 175.472649808334 -0.647875
279.957 175.486762269159 -0.652875
281.466 175.514987190809 -0.657875
283.966 175.480714071663 -0.66275
285.85 175.489450356935 -0.667875
287.649 175.497514620264 -0.67275
289.612 175.498858664152 -0.67775
291.95 175.477353961942 -0.68275
292.768 175.547916266067 -0.68775
294.188 175.582189385213 -0.69275
296.85 175.54186806857 -0.69775
297.435 175.626542833519 -0.70275
300.064 175.587565560765 -0.70775
301.361 175.629230921296 -0.71275
303.866 175.59831791187 -0.71775
304.659 175.670224259882 -0.72275
306.605 175.672912347658 -0.72775
308.098 175.70315333514 -0.73275
311.289 175.631246987128 -0.73775
313.388 175.625198789631 -0.74275
315.046 175.645359447953 -0.74775
315.879 175.714577708189 -0.75275
316.417 175.802612582858 -0.75775
317.545 175.850998162829 -0.762625
320.578 175.792532253697 -0.76775
321.397 175.859734448101 -0.772625
324.156 175.817397065627 -0.77775
326.624 175.786484056201 -0.782625
328.514 175.793204275641 -0.787625
331.024 175.76296328816 -0.792625
335.154 175.63662316268 -0.797625
337.311 175.627214855463 -0.802625
339.215 175.63326305296 -0.807625
340.057 175.702481313196 -0.812625
342.921 175.654767755169 -0.81775
344.582 175.675600435434 -0.82275
346.765 175.665520106274 -0.82775
349.156 175.642671360176 -0.83275
351.674 175.613102394639 -0.83775
353.195 175.641999338232 -0.84275
355.338 175.634607096848 -0.84775
357.54 175.623182723799 -0.85275
358.136 175.707185466804 -0.85775
359.81 175.727346125125 -0.86275
360.503 175.805300670634 -0.86775
363.598 175.742130607894 -0.87275
365.121 175.771027551488 -0.87775
367.946 175.723313993461 -0.88275
369.447 175.754227002887 -0.88775
371.06 175.777747770928 -0.89275
373.377 175.760275200383 -0.89775
375.927 175.729362190958 -0.90275
377.518 175.757587112607 -0.907875
379.071 175.782451924537 -0.91275
383.656 175.635279118792 -0.917875
384.77 175.685680764595 -0.92275
385.721 175.751538915111 -0.927875
388.668 175.697777159588 -0.932875
390.777 175.693073005979 -0.937875
392.768 175.695761093756 -0.942875
394.021 175.740786564006 -0.947875
395.742 175.758931156495 -0.952875
398.27 175.730034212902 -0.957875
400.749 175.703825357084 -0.962875
402.185 175.738770498174 -0.967875
405.089 175.687696830427 -0.972875
407.925 175.641327316288 -0.977875
410.321 175.620494636023 -0.982875
412.586 175.607054197142 -0.987875
413.786 175.655439777113 -0.992875
414.929 175.707185466804 -0.997875
417.176 175.695089071812 -1.00287
418.192 175.754227002887 -1.00787
420.564 175.735410388454 -1.01287
422.642 175.732722300678 -1.01787
423.385 175.80798875841 -1.02287
426.428 175.750194871223 -1.02787
428.909 175.724658037349 -1.03287
431.087 175.716593774021 -1.03787
431.727 175.79790842925 -1.04287
434.485 175.756243068719 -1.04787
436.045 175.784467990369 -1.05288
437.845 175.798580451194 -1.05788
458.417 176.142655686542 -1.12275
458.417 176.033788131608 -1.11813
458.417 175.916184291401 -1.11312
458.417 175.799252473138 -1.10813
458.417 175.680976610987 -1.10312
458.417 175.564044792724 -1.09813
458.417 175.446440952517 -1.09312
458.417 175.32883711231 -1.08813
458.417 175.211233272103 -1.08312
458.417 175.093629431896 -1.07812
458.417 174.976697613633 -1.07312
458.417 174.859093773425 -1.06812
458.417 174.741489933218 -1.06312
458.417 174.623886093011 -1.05812
458.417 174.506954274748 -1.05313
458.417 174.389350434541 -1.04812
458.417 174.271746594334 -1.04313
458.417 174.154142754127 -1.03812
458.417 174.037210935864 -1.03313
458.417 173.919607095657 -1.02812
458.417 173.80200325545 -1.02313
458.417 173.80200325545 -1.02313
458.417 173.684399415243 -1.01812
458.417 173.684399415243 -1.01812
458.417 173.566795575036 -1.01312
458.417 173.566795575036 -1.01312
458.417 173.449863756773 -1.00812
458.417 173.332259916566 -1.00312
458.417 173.214656076359 -0.998125
458.417 173.097724258096 -0.993125
458.417 172.980120417889 -0.988125
458.417 172.862516577682 -0.983125
458.417 172.744912737475 -0.978125
458.417 172.627980919212 -0.973125
458.417 172.510377079005 -0.968125
458.417 172.392773238798 -0.963125
458.417 172.275841420535 -0.958125
458.417 172.154877470608 -0.953
458.417 172.040633740121 -0.948125
458.417 171.920341812138 -0.943
458.417 171.806098081651 -0.938125
458.417 171.685806153668 -0.933
458.417 171.570890401237 -0.928125
458.417 171.450598473254 -0.923
458.417 171.332994633047 -0.918
458.417 171.215481751921 -0.913
458.417 171.097508127756 -0.908
458.417 170.9803832347 -0.903
458.417 170.863258341644 -0.898
458.417 170.745284717479 -0.893
458.029 170.65022683326 -0.888
458.125 170.52716082244 -0.883
458.264 170.401548618293 -0.878
458.693 170.259810523074 -0.873
458.621 170.146929285563 -0.868
458.823 170.01792215698 -0.863
460.122 169.826957657432 -0.858
460.035 169.714925151031 -0.853
460.251 169.585069291339 -0.848
460.689 169.44248246501 -0.843
461.284 169.29140832759 -0.838
461.072 169.186165670062 -0.833
461.246 169.058856003697 -0.828
460.437 168.987562590532 -0.823
462.032 168.779623468803 -0.818
462.005 168.660801113529 -0.812875
462.603 168.509726976109 -0.807875
462.682 168.387509696398 -0.802875
463.29 168.236435558978 -0.797875
464.22 168.066689337158 -0.792875
464.625 167.925799973048 -0.787875
464.517 167.814616197755 -0.782875
465.428 167.649113631481 -0.778
465.831 167.505678074043 -0.772875
465.959 167.384309525442 -0.768
465.803 167.273125750149 -0.762875
466.216 167.134782579366 -0.758
466.349 167.010019106328 -0.753
465.486 166.941271886491 -0.748
465.07 166.847062733381 -0.743
465.539 166.703627175943 -0.738
465.562 166.584804820669 -0.733
466.087 166.437974338795 -0.728
463.907 166.443066725449 -0.723
463.389 166.354798690103 -0.718
463.057 166.256345881447 -0.713
462.417 166.174867694974 -0.708
463.065 166.020398633117 -0.703
463.331 165.887996580098 -0.698
463.412 165.766628031496 -0.693
461.81 165.738619904896 -0.688
462.164 165.601125465222 -0.683
462.698 165.454294983347 -0.678
462.745 165.333775165855 -0.673
462.417 165.237868550527 -0.668125
462.817 165.097827917525 -0.663125
463.187 164.959484746742 -0.658125
461.873 164.915350729069 -0.653125
462.091 164.786343600485 -0.648125
462.033 164.671764900757 -0.643125
462.353 164.535967923301 -0.638125
462.186 164.428179072445 -0.633125
460.643 164.396776021408 -0.628125
461.771 164.21599629517 -0.623125
461.764 164.098871402114 -0.618125
461.578 163.991931282368 -0.613125
461.237 163.893478473712 -0.608125
460.82 163.799269320602 -0.603125
460.546 163.696572856401 -0.598125
459.929 163.614245938818 -0.593125
459.716 163.50815455018 -0.588125
458.772 163.443650985889 -0.583125
459.215 163.30106415956 -0.578125
459.491 163.167813375431 -0.573125
459.02 163.076999146757 -0.568125
460.595 162.870757487246 -0.563125
461.2 162.718834618717 -0.558125
460.933 162.616138154516 -0.553125
461.77 162.45148431935 -0.548125
461.866 162.328418308531 -0.543125
465.12 162.028816227018 -0.538125
462.323 162.067857858037 -0.533125
459.941 162.083135018001 -0.528125
460.367 161.94224565389 -0.523125
463.779 161.633307530178 -0.518125
463.067 161.55522426814 -0.513125
462.554 161.466107501685 -0.508125
462.501 161.351528801956 -0.503125
462.373 161.241193757773 -0.498125
462.65 161.107942973645 -0.493125
463.153 160.961961222879 -0.488125
462.837 160.861810952005 -0.483125
463.484 160.707341890149 -0.478125
463.447 160.591914459312 -0.473125
463.623 160.464604792947 -0.468125
462.83 160.390765186455 -0.463125
463.765 160.221018964635 -0.458125
464.718 160.049575280596 -0.453125
465.068 159.912080840922 -0.448125
466.284 159.723662534702 -0.443
463.769 159.749124467975 -0.438125
465.419 159.536092959591 -0.433
462.891 159.562403623973 -0.428125
463.104 159.429152839844 -0.423
463.25 159.303540635697 -0.418
464.027 159.142281724968 -0.413
462.87 159.088811665095 -0.408
462.919 158.968291847603 -0.403
461.328 158.938586258784 -0.398
463.461 158.701790279345 -0.393
462.643 158.629648135072 -0.388
461.88 158.554111066362 -0.383
461.123 158.478573997652 -0.378
461.548 158.336835902432 -0.373
458.586 158.383516113433 -0.368
460.096 158.181518109467 -0.363
460.268 158.053359711992 -0.358
459.245 157.992251072137 -0.353
458.255 157.929444970064 -0.348
459.319 157.752060168262 -0.343
459.526 157.622204308569 -0.338
458.285 157.573826635351 -0.333
458.111 157.465189053386 -0.328
458.183 157.339576849239 -0.322875
457.705 157.251308813893 -0.318
458.732 157.073075280982 -0.312875
458.451 156.97037881678 -0.307875
458.444 156.852405192615 -0.302875
458.732 156.718305677378 -0.297875
458.737 156.599483322104 -0.292875
458.999 156.467081269084 -0.287875
458.442 156.379661964847 -0.282875
458.767 156.243016256281 -0.277875
460.08 156.052051756734 -0.272875
459.518 155.967178645824 -0.268
458.535 155.900977619314 -0.262875
458.89 155.766029372967 -0.258
458.96 155.643812093257 -0.253
458.779 155.535174511292 -0.248
458.422 155.436721702636 -0.243
458.345 155.322143002908 -0.238
458.769 155.180404907688 -0.233
458.67 155.067523670177 -0.228
458.069 154.982650559267 -0.223
458.438 154.843458657375 -0.218
457.881 154.756039353138 -0.213
458.155 154.6219398379 -0.208
458.589 154.479353011571 -0.203
459.303 154.321489025278 -0.198
458.291 154.258682923205 -0.193
460.339 154.02697933042 -0.188
460.288 153.910703168474 -0.183
458.771 153.87675392411 -0.178
460.636 153.654386373525 -0.173
460.022 153.572908187052 -0.168125
459.34 153.492278731687 -0.163125
458.978 153.392977191922 -0.158125
459.277 153.258028945576 -0.153125
459.129 153.147693901392 -0.148125
459.783 152.992376108427 -0.143125
458.825 152.927023813026 -0.138125
458.99 152.798865415552 -0.133125
459.252 152.665614631423 -0.128125
458.82 152.570556747204 -0.123125
459.358 152.422028803112 -0.118125
459.235 152.30999629671 -0.113125
459.291 152.187779017 -0.108125
459.795 152.040948535126 -0.103125
459.767 151.92382364207 -0.098125
459.679 151.81009367345 -0.093125
460.824 151.627616484994 -0.088125
460.393 151.532558600775 -0.083125
460.302 151.418828632155 -0.078125
460.056 151.312737243518 -0.073125
459.774 151.210040779316 -0.068125
460.253 151.064059028551 -0.063125
460.284 150.943539211059 -0.058125
458.134 150.943539211059 -0.053125
458.551 150.80095238473 -0.048125
458.524 150.683827491674 -0.043125
459.059 150.535299547582 -0.038125
459.175 150.409687343435 -0.033125
460.755 150.202596952814 -0.028125
457.675 150.254369550469 -0.023125
459.655 150.025212151012 -0.018125
459.639 149.906389795738 -0.013125
460.063 149.763802969409 -0.008125
459.593 149.670442547408 -0.003125
459.291 149.568594814316 0.001875
459.069 149.460805963461 0.006875
458.473 149.375084121441 0.011875
458.043 149.279177506113 0.016875
460.043 149.049171375547 0.021875
459.919 148.936290138037 0.026875
458.95 148.870937842636 0.031875
460.527 148.663847452015 0.036875
459.841 148.582369265542 0.041875
456.993 148.618015972124 0.047
460.107 148.328598663921 0.051875
458.486 148.296346881775 0.057
458.273 148.191104224246 0.061875
459.347 148.009475766899 0.067
459.205 147.897443260498 0.072
459.37 147.768436131914 0.077
459.291 147.653857432186 0.082
459.639 147.514665530293 0.087
458.521 147.456951814875 0.092
459.207 147.299087828582 0.097
458.357 147.226096953199 0.102
458.83 147.080115202434 0.107
457.902 147.012216713706 0.112
458.739 146.845865416322 0.117
457.45 146.797487743104 0.122
457.923 146.651505992338 0.127
458.588 146.494490737155 0.132
457.208 146.451205450591 0.137
458.192 146.276366842116 0.142
458.166 146.158393217951 0.147
458.015 146.04636071155 0.152
457.976 145.928387087385 0.157
458.533 145.777312949965 0.162
458.301 145.670372830218 0.167
458.931 145.515903768362 0.172
459.491 145.361434706506 0.177125
458.878 145.278259057814 0.182
458.681 145.166226551413 0.187125
458.946 145.031278305066 0.192125
458.901 144.913304680901 0.197125
459.027 144.785995014536 0.202125
457.962 144.724886374681 0.207125
458.227 144.589938128334 0.212125
458.825 144.436317797587 0.217125
457.631 144.384545199931 0.222
457.995 144.241109642493 0.227125
457.508 144.151144144929 0.232
459.442 143.920289283254 0.237125
457.331 143.919440552144 0.242
457.322 143.799769465761 0.247
456.508 143.724232397051 0.252
458.196 143.510352157558 0.257
456.71 143.472159257649 0.262
458.482 143.253186631501 0.267
455.339 143.306656691374 0.272
456.615 143.115692191826 0.277
455.84 143.037608929789 0.282
456.554 142.877198750169 0.287
455.562 142.810997723659 0.292
455.963 142.668410897331 0.297
455.601 142.567411895348 0.302
456.313 142.407001715728 0.307
455.608 142.325523529254 0.312
456.13 142.175298122943 0.317
456.184 142.051383381015 0.322
456.193 141.930014832413 0.327
455.327 141.860418881467 0.331875
456.344 141.683034079665 0.336875
456.128 141.573547766591 0.341875
456.301 141.44284317579 0.346875
455.861 141.346087829352 0.351875
455.618 141.239147709606 0.356875
456.107 141.090619765513 0.361875
455.284 141.015082696803 0.366875
455.161 140.900503997075 0.371875
455.348 140.768950675164 0.376875
455.409 140.644187202126 0.381875
455.594 140.512633880216 0.386875
455.272 140.409088684905 0.391875
454.783 140.314879531795 0.396875
454.356 140.21642672314 0.401875
454.94 140.062806392392 0.406875
454.402 139.97114343261 0.411875
454.813 139.826859144063 0.416875
454.383 139.729255066516 0.421875
454.217 139.617222560115 0.426875
453.878 139.513677364805 0.431875
453.254 139.427106791676 0.436875
453.474 139.293007276438 0.441875
452.278 139.236991023238 0.446875
452.419 139.107983894655 0.451875
451.542 139.034144288163 0.456875
449.949 139.001043774908 0.461875
449.525 138.902590966252 0.466875
448.293 138.84827217527 0.471875
447.76 138.755760484378 0.476875
447.157 138.667492449032 0.481875
446.586 138.576678220358 0.486875
445.352 138.523208160485 0.491875
444.729 138.435788856247 0.496875
444.596 138.321210156519 0.501875
446.231 138.108178648134 0.506875
444.937 138.058103512697 0.511875
444.719 137.947768468514 0.516875
444.555 137.834038499895 0.521875
443.912 137.747467926767 0.526875
443.794 137.632040495929 0.531875
441.544 137.633737958147 0.536875
441.352 137.522554182855 0.541875
439.867 137.479268896291 0.547
439.206 137.396093247599 0.551875
439.03 137.280665816762 0.557
437.451 137.248414034616 0.561875
438.195 137.081214006123 0.567
435.811 137.09394497276 0.571875
435.624 136.978517541922 0.577
433.503 136.973425155267 0.582
433.054 136.874972346612 0.587
433.678 136.717957091428 0.592
432.191 136.677217998191 0.597
431.467 136.594891080609 0.602
429.062 136.605075853918 0.607
428.524 136.511715431917 0.612
426.655 136.492194616407 0.617
424.978 136.462489027589 0.622
425.646 136.302078847969 0.627
426.423 136.136576281694 0.632
424.12 136.14081993724 0.637
424.415 136.001628035347 0.642
424.022 135.899780302255 0.647
420.785 135.955796555456 0.652
419.669 135.894687915601 0.657
420.279 135.737672660417 0.662
420.885 135.580657405234 0.667
420.609 135.472868554378 0.672
419.031 135.433826923359 0.677125
416.165 135.472019823269 0.682
415.033 135.408364990086 0.687125
413.092 135.392239099013 0.692125
413.498 135.246257348248 0.697125
412.842 135.158838044011 0.702125
410.367 135.172417741756 0.707125
408.753 135.137619766283 0.712125
408.623 135.021343604336 0.717125
405.401 135.079057319755 0.722
405.434 134.950898922281 0.727125
401.835 135.028982184318 0.732
403.488 134.81085828928 0.737125
401.371 134.807463364843 0.742
397.665 134.888941551317 0.747
398.824 134.700523245097 0.752
394.9 134.793883667098 0.757
394.787 134.675910042933 0.762
392.017 134.705615631751 0.767
390.825 134.647053185223 0.772
389.832 134.578305965386 0.777
388.068 134.551995301004 0.782
388.397 134.409408474675 0.787
385.648 134.437416601275 0.792
386.349 134.274460228328 0.797
381.947 134.393282583602 0.802
381.43 134.298224699383 0.807
379.291 134.292283581619 0.812
377.793 134.250695757273 0.817
376.437 134.200620621836 0.822
374.924 134.1598815286 0.827
374.897 134.040210442217 0.831875
371.81 134.086041922108 0.836875
369.834 134.070764762144 0.841875
369.057 133.98928657567 0.846875
366.737 133.993530231216 0.851875
366.255 133.89507742256 0.856875
366.629 133.749095671795 0.861875
363.628 133.790683496141 0.866875
362.596 133.722785007413 0.871875
361.31 133.66931494754 0.876875
361.278 133.545400205611 0.881875
358.822 133.556433710029 0.886875
355.167 133.633668240957 0.891875
355.07 133.513997154574 0.896875
352.505 133.530971776756 0.901875
349.717 133.559828634466 0.906875
348.196 133.51824081012 0.911875
346.637 133.479199179101 0.916875
344.793 133.455434708046 0.921875
342.778 133.441855010301 0.926875
341.574 133.383292563773 0.931875
339.923 133.3484945883 0.936875
338.234 133.316242806154 0.941875
337.26 133.244949392989 0.946875
336.145 133.180445828698 0.951875
334.607 133.139706735461 0.956875
332.831 133.111698608861 0.961875
332.561 133.001363564678 0.966875
330.393 132.994573715805 0.971875
328.85 132.953834622568 0.976875
327.587 132.897818369367 0.981875
323.329 133.007304682441 0.986875
319.673 133.082841751151 0.991875
315.809 133.16941232428 0.996875
313.328 133.180445828698 1.00188
312.377 133.106606222206 1.00687
310.069 133.106606222206 1.01188
309.986 132.985237673605 1.01687
310.151 132.849440696149 1.02188
307.817 132.851986889476 1.02687
307.414 132.747592963057 1.03187
306.252 132.684786860983 1.03687
305.753 132.585485321219 1.04187
303.114 132.600762481182 1.047
302.249 132.525225412472 1.05187
302.349 132.389428435016 1.057
300.465 132.369058888398 1.06188
296.977 132.431016259362 1.067
294.862 132.420831486053 1.072
293.805 132.351235535107 1.077
292.648 132.287580701924 1.082
291.448 132.226472062069 1.087
290.305 132.161968497777 1.092
288.83 132.116137017886 1.097
287.513 132.060969495794 1.102
286.898 131.966760342684 1.107
285.657 131.907349165047 1.112
283.983 131.871702458465 1.117
282.076 131.848786718519 1.122
280.764 131.792770465319 1.127
280.23 131.694317656663 1.132
278.338 131.670553185608 1.137
276.369 131.65018363899 1.142
275.722 131.557671948098 1.147
273.363 131.558520679207 1.152
272.322 131.487227266043 1.157
270.053 131.482983610497 1.162
269.277 131.397261768478 1.167
265.353 131.482983610497 1.172
264.239 131.412538928442 1.17712
262.813 131.364161255223 1.182
260.538 131.356522675241 1.18712
259.049 131.308993733132 1.19213
257.536 131.26316225324 1.19712
256.249 131.203751075603 1.20213
254.593 131.164709444585 1.20713
252.94 131.125667813566 1.21213
251.328 131.08407998922 1.21713
249.646 131.04673582042 1.22213
246.996 131.061164249274 1.22713
245.309 131.026366273801 1.232
243.294 131.002601802746 1.23713
241.71 130.96186270951 1.242
239.222 130.966955096164 1.247
237.549 130.927064734036 1.252
236.17 130.871897211945 1.257
233.839 130.867653556399 1.262
231.656 130.854922589763 1.267
229.687 130.831158118708 1.272
228.293 130.775990596617 1.277
227.684 130.67838651907 1.282
226.408 130.616429148106 1.287
223.852 130.623218996979 1.292
221.243 130.63170630807 1.297
220.155 130.559564163796 1.302
217.36 130.577387517087 1.307
215.276 130.557017970469 1.312
214.714 130.456867699595 1.317
212.274 130.455170237377 1.322
210.291 130.428859572995 1.327
207.293 130.459413892922 1.33188
205.403 130.427162110776 1.33688
204.174 130.360961084266 1.34187
202.708 130.306642293284 1.34688
200.658 130.282877822229 1.35187
198.524 130.262508275611 1.35688
196.476 130.237895073447 1.36187
194.804 130.192912324665 1.36688
192.856 130.162358004737 1.37187
191.735 130.088518398245 1.37688
190.548 130.01807371619 1.38187
189.416 129.944234109698 1.38688
187.626 129.90519247868 1.39187
187.686 129.769395501224 1.39688
186.012 129.722715290223 1.40188
183.284 129.730353870205 1.40688
182.153 129.655665532604 1.41188
180.455 129.608985321604 1.41688
178.892 129.55551526173 1.42188
177.057 129.516473630712 1.42687
175.353 129.468944688602 1.43188
173.397 129.434146713129 1.43687
171.785 129.381525384365 1.44188
171.122 129.2822238446 1.44687
170.041 129.202443120345 1.45188
169.111 129.115023816107 1.45688
167.891 129.042032940725 1.46188
165.461 129.028453242979 1.46688
161.745 129.076830916198 1.47188
159.461 129.053915176252 1.47688
157.666 129.007234965252 1.48188
155.838 128.96140348536 1.48688
154.168 128.907084694378 1.49188
152.439 128.855312096723 1.49688
151.724 128.75431309474 1.50187
150.114 128.696599379321 1.50687
149.317 128.598995301774 1.51187
147.345 128.556558746319 1.51687
145.657 128.499693762009 1.52188
145.072 128.391904911154 1.52687
144.363 128.289208446953 1.53188
143.623 128.18820944497 1.53687
141.999 128.127100805114 1.54188
141.065 128.033740383113 1.54688
