#A	h
68.7244	6.93889e-18
70.101	-0.001375
70.667	-0.002125
70.9237	-0.003
71.1663	-0.00425
71.4722	-0.005
71.7359	-0.006375
71.6744	-0.007125
71.8221	-0.008
72.5411	-0.00925
72.9823	-0.01
73.5203	-0.011375
73.7858	-0.012125
74.1672	-0.013
74.6507	-0.01425
74.8177	-0.015
74.9021	-0.016375
74.9566	-0.017125
75.3082	-0.018
75.4348	-0.01925
76.3296	-0.02
76.4421	-0.021375
76.843	-0.022125
77.1647	-0.023
77.0627	-0.02425
77.3229	-0.025
77.4336	-0.026375
77.7747	-0.027125
77.9628	-0.028
78.0613	-0.02925
78.288	-0.03
78.7117	-0.03125
79.8685	-0.032125
80.0619	-0.033
80.5946	-0.03425
81.5035	-0.035
82.0994	-0.03625
82.8325	-0.037125
83.0136	-0.038
83.3353	-0.03925
83.3793	-0.04
83.5146	-0.04125
83.9559	-0.042
85.1549	-0.043
85.4572	-0.04425
85.6348	-0.045
85.9389	-0.04625
86.0638	-0.047
86.1833	-0.048
86.2501	-0.04925
86.6246	-0.05
87.1959	-0.05125
87.4913	-0.052
87.6987	-0.053
88.7887	-0.05425
89.8382	-0.055
90.6715	-0.05625
91.3378	-0.057125
91.5189	-0.058
91.9883	-0.05925
92.0727	-0.06
92.3153	-0.06125
92.3065	-0.062
92.4067	-0.063
92.7864	-0.06425
92.9675	-0.065
94.1313	-0.06625
94.9277	-0.067125
94.9962	-0.068
95.4234	-0.06925
95.3971	-0.07
95.8981	-0.071375
96.4519	-0.072125
96.5626	-0.073
96.691	-0.07425
96.8105	-0.075
97.0109	-0.076375
97.2957	-0.077125
97.4997	-0.078
98.3435	-0.07925
99.0327	-0.08
99.4704	-0.081375
99.8273	-0.082125
100.272	-0.083
100.314	-0.08425
100.469	-0.085
100.458	-0.086375
100.676	-0.087125
101.452	-0.088125
102.714	-0.08925
104.498	-0.09
105.303	-0.091375
105.75	-0.092125
105.877	-0.093
107.566	-0.09425
107.807	-0.095
108.202	-0.096375
108.872	-0.097125
108.969	-0.098125
109.094	-0.09925
109.86	-0.1
109.505	-0.101375
109.598	-0.102125
109.73	-0.103
110.04	-0.10425
110.168	-0.105
110.418	-0.106375
110.818	-0.107125
110.875	-0.108125
111.045	-0.109375
111.314	-0.110125
111.587	-0.111375
111.775	-0.112125
111.97	-0.113
112.093	-0.11425
112.286	-0.115
112.578	-0.116375
114.143	-0.117125
114.677	-0.118125
114.684	-0.119375
114.566	-0.120125
114.786	-0.121375
115.083	-0.122125
115.173	-0.123125
115.161	-0.124375
115.277	-0.125125
115.642	-0.126375
115.85	-0.127125
116.02	-0.128125
116.21	-0.129375
116.456	-0.130125
116.718	-0.131375
117.116	-0.132125
117.369	-0.133125
117.678	-0.134375
118.272	-0.135125
118.241	-0.136375
118.417	-0.137125
118.686	-0.138125
120.458	-0.139375
120.31	-0.140125
120.948	-0.141375
120.853	-0.142125
121.857	-0.143125
