#Hauteur (mm)	aire (mm²)
-0.729875	930.058252427184
-0.734875	930.058252427184
-0.739875	930.058252427184
-0.744875	930.058252427184
-0.749875	930.058252427184
-0.755	930.058252427184
-0.759875	930.058252427184
-0.764875	930.058252427184
-0.769875	930.058252427184
-0.775	930.058252427184
-0.779875	930.058252427184
-0.784875	930.058252427184
-0.789875	930.058252427184
-0.795	930.058252427184
-0.799875	930.058252427184
-0.805	930.058252427184
-0.809875	930.058252427184
-0.815	930.058252427184
-0.819875	930.058252427184
-0.825	930.058252427184
-0.83	930.058252427184
-0.834875	930.058252427184
-0.84	930.058252427184
-0.844875	930.058252427184
-0.849875	930.058252427184
-0.854875	930.058252427184
-0.859875	930.058252427184
-0.864875	930.058252427184
-0.869875	930.058252427184
-0.874875	930.058252427184
-0.879875	930.058252427184
-0.884875	930.058252427184
-0.889875	930.058252427184
-0.894875	930.058252427184
-0.899875	930.058252427184
-0.904875	930.058252427184
-0.909875	930.058252427184
-0.914875	930.058252427184
-0.919875	930.058252427184
-0.924875	930.058252427184
-0.929875	930.058252427184
-0.934875	930.058252427184
-0.939875	930.058252427184
-0.944875	930.058252427184
-0.949875	930.058252427184
-0.954875	930.058252427184
-0.959875	930.058252427184
-0.964875	930.058252427184
-0.969875	930.058252427184
-0.974875	930.058252427184
-0.97975	930.058252427184
-0.984875	930.058252427184
-0.98975	930.058252427184
-0.99475	930.058252427184
-0.99975	930.058252427184
-1.00475	930.058252427184
-1.00975	930.058252427184
-1.01475	930.058252427184
-1.01975	930.058252427184
-1.02475	930.058252427184
-1.02975	930.058252427184
-1.03475	930.058252427184
-1.03975	930.058252427184
-1.04475	930.058252427184
-1.04975	930.058252427184
-1.05475	930.058252427184
-1.05975	930.058252427184
-1.06475	930.058252427184
-1.06975	930.058252427184
-1.07475	930.058252427184
-1.07975	930.058252427184
-1.08475	930.058252427184
-1.08975	930.058252427184
-1.09475	930.058252427184
-1.09975	930.058252427184
-1.10475	930.058252427184
-1.10975	930.058252427184
-1.114875	930.058252427184
-1.119875	930.058252427184
-1.124875	930.058252427184
-1.129875	930.058252427184
-1.134875	930.058252427184
-1.139875	930.058252427184
-1.144875	930.058252427184
-1.149875	930.058252427184
-1.154875	930.058252427184
-1.159875	930.058252427184
-1.164875	930.058252427184
-1.169875	930.058252427184
-1.174875	930.058252427184
-1.179875	930.058252427184
-1.184875	930.058252427184
-1.189875	930.058252427184
-1.194875	930.058252427184
-1.199875	930.058252427184
-1.204875	930.058252427184
-1.285	930.058252427184
-1.305	930.058252427184
-1.31	930.058252427184
-1.315	930.058252427184
-1.32	930.058252427184
-1.325	930.058252427184
-1.33	930.058252427184
-1.335	930.058252427184
-1.34	930.058252427184
-1.345	930.058252427184
-1.35	930.058252427184
-1.355	930.058252427184
-1.359875	930.058252427184
-1.364875	930.058252427184
-1.369875	930.058252427184
-1.374875	930.058252427184
-1.379875	930.058252427184
-1.384875	930.058252427184
-1.404875	930.058252427184
-1.409875	930.058252427184
-1.414875	930.058252427184
-1.419875	930.058252427184
-1.424875	930.058252427184
-1.449875	930.058252427184
-1.459875	930.058252427184
-1.464875	930.058252427184
-1.469875	930.058252427184
-1.474875	930.058252427184
-1.47975	930.058252427184
-1.484875	930.058252427184
-1.48975	930.058252427184
-1.49475	930.058252427184
-1.49975	930.058252427184
-1.50475	930.058252427184
-1.50975	930.058252427184
-1.51475	930.058252427184
-1.51975	930.058252427184
-1.52475	930.058252427184
-1.52975	930.058252427184
-1.53475	930.058252427184
-1.53975	930.058252427184
-1.54475	930.058252427184
-1.54975	930.058252427184
-1.55475	930.058252427184
-1.55975	930.058252427184
-1.56475	930.058252427184
-1.56975	930.058252427184
-1.57475	930.058252427184
-1.57975	930.058252427184
-1.58475	930.058252427184
-1.589875	930.058252427184
-1.594875	930.058252427184
-1.599875	930.058252427184
-1.604875	930.058252427184
-1.609875	930.058252427184
-1.614875	930.058252427184
-1.619875	930.058252427184
-1.624875	930.058252427184
-1.629875	930.058252427184
-1.634875	930.058252427184
-1.639875	930.058252427184
-1.644875	930.058252427184
-1.649875	930.058252427184
-1.654875	930.058252427184
-1.659875	930.652087849939
-1.664875	931.388443774154
-1.669875	932.74917522858
-1.674875	936.274860967103
-1.679875	936.617588839664
-1.684875	937.282684513149
-1.689875	939.814120086719
-1.694875	943.017438024319
-1.699875	945.745687623716
-1.705	947.225186162692
-1.71	948.982939014045
-1.715	951.076633047413
-1.72	955.813743048355
-1.725	959.475162597794
-1.73	961.792817419172
-1.735	962.518993307569
-1.74	967.327363559242
-1.745	968.569327929117
-1.75	971.966066547271
-1.755	971.382411160336
-1.76	971.24667734942
-1.765	975.861626920539
-1.77	976.506362522387
-1.775	985.244226600057
-1.78	985.47158073334
-1.785	984.314449995287
-1.79	985.770195117353
-1.795	984.195682910736
-1.8	986.065416156094
-1.805	987.843529079084
-1.81	991.657649165803
-1.815	991.922330097087
-1.82	995.566782920162
-1.825	995.115467998869
-1.83	996.975021208408
-1.835	1000.26995946838
-1.84	1001.5051371477
-1.845	1002.48920727684
-1.85	1004.44716749929
-1.855	1005.32943727024
-1.86	1007.58601187671
-1.865	1008.43434819493
-1.87	1009.95456687718
-1.875	1012.78122348949
-1.88	1014.4812894712
-1.885	1016.65642379112
-1.89	1019.72400791781
-1.894875	1021.52248091243
-1.899875	1023.66028843435
-1.904875	1026.49033839193
-1.909875	1028.28202469601
-1.914875	1029.76491658026
-1.919875	1032.73748703931
-1.924875	1033.53492317843
-1.929875	1035.26213592233
-1.934875	1040.46413422566
-1.939875	1044.64134225657
-1.944875	1045.73739277972
-1.949875	1047.26779149778
-1.954875	1049.41238571025
-1.959875	1052.39852955038
-1.964875	1053.31133942879
-1.969875	1054.75351116976
-1.974875	1059.01894617777
-1.979875	1062.43943821284
-1.984875	1066.56913940993
-1.989875	1068.17419172401
-1.994875	1073.62051088698
-1.999875	1071.88651145254
-2.004875	1073.96323875954
-2.00975	1076.3216137242
-2.01475	1079.04307663305
-2.01975	1081.49307192007
-2.02475	1083.37637854652
-2.02975	1085.8060137619
-2.03475	1087.98114808182
-2.03975	1089.50815345461
-2.04475	1091.46950702234
-2.04975	1094.04844942973
-2.05475	1096.22358374965
-2.05975	1098.3444245452
-2.06475	1100.86228673768
-2.06975	1103.17654821378
-2.07475	1106.42058629466
-2.07975	1108.29031954001
-2.08475	1110.00395890282
-2.089875	1111.64294466962
-2.094875	1113.11904986332
-2.099875	1115.23310396833
-2.104875	1117.14016401169
-2.109875	1119.00989725705
-2.114875	1121.03572438496
-2.119875	1121.87727401263
-2.124875	1123.19389197851
-2.129875	1124.76501083985
-2.134875	1127.63917428598
-2.139875	1129.23743990951
-2.144875	1131.3413139787
-2.149875	1132.64096521821
-2.154875	1134.38853803374
-2.159875	1137.3848619097
-2.164875	1140.83589405222
-2.169875	1144.23941936092
-2.179875	1141.76567065699
-2.184875	1141.76567065699
-2.189875	1141.76567065699
-2.194875	1138.20944481101
-2.199875	1143.43858987652
-2.205	1150.44245451975
-2.21	1152.19002733528
-2.215	1152.19002733528
-2.22	1162.66189084739
-2.225	1159.12602507305
-2.23	1168.04034310491
-2.235	1168.04034310491
-2.24	1173.18126119333
-2.245	1173.18126119333
-2.25	1166.13667640682
-2.255	1166.13667640682
-2.265125	1178.54953341503
-2.260375	1178.54953341503
-2.255375	1178.54953341503
-2.250375	1178.54953341503
-2.245375	1178.54953341503
-2.240375	1178.54953341503
-2.235375	1178.54953341503
-2.230375	1178.54953341503
-2.225375	1178.54953341503
-2.220375	1178.54953341503
-2.215375	1178.54953341503
-2.210375	1178.54953341503
-2.205375	1178.54953341503
-2.200375	1178.54953341503
-2.195375	1178.54953341503
-2.190375	1178.54953341503
-2.185375	1178.54953341503
-2.180375	1178.54953341503
-2.175375	1178.54953341503
-2.170375	1178.54953341503
-2.165375	1178.54953341503
-2.160375	1178.54953341503
-2.155375	1178.54953341503
-2.150375	1178.54953341503
-2.145375	1178.54953341503
-2.140375	1178.54953341503
-2.135375	1178.54953341503
-2.130375	1178.54953341503
-2.125375	1178.54953341503
-2.120375	1178.54953341503
-2.115375	1178.54953341503
-2.110375	1178.54953341503
-2.105375	1178.54953341503
-2.100375	1178.54953341503
-2.095375	1178.54953341503
-2.090375	1178.54953341503
-2.085375	1178.54953341503
-2.08025	1178.54953341503
-2.07525	1178.54953341503
-2.07025	1178.54953341503
-2.06525	1178.54953341503
-2.06025	1178.54953341503
-2.05525	1178.54953341503
-2.05025	1178.54953341503
-2.04525	1178.54953341503
-2.04025	1178.54953341503
-2.03525	1178.54953341503
-2.03025	1178.54953341503
-2.02525	1178.54953341503
-2.02025	1178.54953341503
-2.015375	1178.54953341503
-2.010375	1178.54953341503
-2.005375	1178.54953341503
-2.000375	1178.54953341503
-1.995375	1178.54953341503
-1.990375	1178.54953341503
-1.985375	1178.54953341503
-1.980375	1178.54953341503
-1.975375	1178.54953341503
-1.970375	1178.54953341503
-1.965375	1178.54953341503
-1.960375	1178.54953341503
-1.955375	1178.54953341503
-1.950375	1178.54953341503
-1.945375	1178.54953341503
-1.940375	1178.54953341503
-1.935375	1178.54953341503
-1.930375	1178.54953341503
-1.925375	1178.54953341503
-1.920375	1178.54953341503
-1.9155	1178.54953341503
-1.9105	1178.54953341503
-1.9055	1178.54953341503
-1.9005	1178.54953341503
-1.8955	1178.54953341503
-1.8905	1178.54953341503
-1.8855	1178.54953341503
-1.8805	1178.54953341503
-1.8755	1178.54953341503
-1.8705	1178.54953341503
-1.8655	1178.54953341503
-1.8605	1178.54953341503
-1.8555	1178.54953341503
-1.8505	1178.54953341503
-1.8455	1178.54953341503
-1.8405	1178.54953341503
-1.8355	1178.54953341503
-1.8305	1178.54953341503
-1.8255	1178.54953341503
-1.8205	1178.54953341503
-1.8155	1178.54953341503
-1.8105	1178.54953341503
-1.8055	1178.54953341503
-1.8005	1178.54953341503
-1.7955	1178.54953341503
-1.7905	1178.54953341503
-1.7855	1178.54953341503
-1.7805	1178.54953341503
-1.7755	1178.54953341503
-1.7705	1178.54953341503
-1.7655	1178.54953341503
-1.7605	1178.54953341503
-1.7555	1178.54953341503
-1.7505	1178.54953341503
-1.7455	1178.54953341503
-1.7405	1178.54953341503
-1.7355	1178.54953341503
-1.7305	1178.54953341503
-1.7255	1178.54953341503
-1.7205	1178.54953341503
-1.7155	1178.54953341503
-1.7105	1178.54953341503
-1.7055	1178.54953341503
-1.7005	1178.54953341503
-1.6955	1178.54953341503
-1.6905	1178.54953341503
-1.6855	1178.54953341503
-1.6805	1178.54953341503
-1.6755	1178.54953341503
-1.6705	1178.54953341503
-1.6655	1178.54953341503
-1.6605	1178.54953341503
-1.6555	1178.54953341503
-1.6505	1178.54953341503
-1.6455	1178.54953341503
-1.6405	1178.54953341503
-1.6355	1178.54953341503
-1.6305	1178.54953341503
-1.6255	1178.54953341503
-1.620375	1178.54953341503
-1.615375	1178.54953341503
-1.610375	1178.54953341503
-1.605375	1178.54953341503
-1.600375	1178.54953341503
-1.595375	1178.54953341503
-1.590375	1178.54953341503
-1.585375	1178.54953341503
-1.580375	1178.54953341503
-1.575375	1178.54953341503
-1.570375	1178.54953341503
-1.565375	1178.54953341503
-1.560375	1178.54953341503
-1.555375	1178.54953341503
-1.550375	1178.54953341503
-1.545375	1178.54953341503
-1.540375	1178.54953341503
-1.535375	1178.54953341503
-1.530375	1178.54953341503
-1.525375	1178.54953341503
-1.520375	1178.54953341503
-1.515375	1178.54953341503
-1.510375	1178.54953341503
-1.505375	1178.54953341503
-1.500375	1178.54953341503
-1.495375	1178.54953341503
-1.490375	1178.54953341503
-1.4855	1178.54953341503
-1.480375	1178.54953341503
-1.4755	1178.54953341503
-1.4705	1178.54953341503
-1.4655	1178.54953341503
-1.4605	1178.54953341503
-1.4555	1178.54953341503
-1.4505	1178.54953341503
-1.4455	1178.54953341503
-1.4405	1178.54953341503
-1.4355	1178.54953341503
-1.4305	1178.54953341503
-1.4255	1178.54953341503
-1.4205	1178.54953341503
-1.4155	1178.54953341503
-1.4105	1178.54953341503
-1.4055	1178.54953341503
-1.4005	1178.54953341503
-1.3955	1178.54953341503
-1.3905	1178.54953341503
-1.3855	1178.54953341503
-1.3805	1178.54953341503
-1.3755	1178.54953341503
-1.3705	1178.54953341503
-1.3655	1178.54953341503
-1.3605	1178.54953341503
-1.355625	1178.54953341503
-1.350625	1178.54953341503
-1.345625	1178.54953341503
-1.340625	1178.54953341503
-1.335625	1178.54953341503
-1.330625	1178.54953341503
-1.325625	1178.54953341503
-1.3205	1178.54953341503
-1.315625	1178.54953341503
-1.3105	1178.54953341503
-1.3055	1178.54953341503
-1.3005	1178.54953341503
-1.2955	1178.54953341503
-1.2905	1178.54953341503
-1.2855	1178.54953341503
-1.2805	1178.54953341503
-1.2755	1178.54953341503
-1.2705	1178.54953341503
-1.2655	1178.54953341503
-1.2605	1178.54953341503
-1.2555	1178.54953341503
-1.2505	1178.54953341503
-1.2455	1178.54953341503
-1.2405	1178.54953341503
-1.2355	1178.54953341503
-1.2305	1178.54953341503
-1.2255	1178.54953341503
-1.2205	1178.54953341503
-1.2155	1178.54953341503
-1.2105	1178.54953341503
-1.2055	1178.54953341503
-1.2005	1178.54953341503
-1.1955	1178.54953341503
-1.1905	1178.54953341503
-1.1855	1178.54953341503
-1.1805	1178.54953341503
-1.1755	1178.54953341503
-1.1705	1178.54953341503
-1.1655	1178.54953341503
-1.1605	1178.54953341503
-1.1555	1178.54953341503
-1.1505	1178.54953341503
-1.1455	1178.54953341503
-1.1405	1178.54953341503
-1.1355	1178.54953341503
-1.1305	1178.54953341503
-1.1255	1178.54953341503
-1.120375	1178.54953341503
-1.115375	1178.54953341503
-1.110375	1178.54953341503
-1.105375	1178.54953341503
-1.100375	1178.54953341503
-1.095375	1178.54953341503
-1.090375	1178.54953341503
-1.080375	1178.54953341503
-1.065375	1178.54953341503
-1.060375	1178.54953341503
-1.050375	1178.54953341503
-1.045375	1178.54953341503
-1.040375	1178.54953341503
-1.030375	1178.54953341503
-0.995375	1178.54953341503
-0.9755	1178.54953341503
-0.9705	1178.54953341503
-0.9655	1178.54953341503
-0.9605	1178.54953341503
-0.9555	1178.54953341503
-0.9505	1178.54953341503
-0.9455	1178.54953341503
-0.9405	1178.54953341503
-0.9355	1178.54953341503
-0.9305	1178.54953341503
-0.9255	1178.54953341503
-0.9205	1178.54953341503
-0.9155	1178.54953341503
-0.9105	1178.54953341503
-0.9055	1178.54953341503
-0.9005	1178.54953341503
-0.8955	1178.54953341503
-0.8905	1178.54953341503
-0.8855	1178.54953341503
-0.8805	1178.54953341503
-0.875625	1178.54953341503
-0.870625	1178.54953341503
-0.865625	1178.54953341503
-0.860625	1178.54953341503
-0.855625	1178.54953341503
-0.850625	1178.54953341503
-0.845625	1178.54953341503
-0.840625	1178.54953341503
-0.835625	1178.54953341503
-0.830625	1178.54953341503
-0.825625	1178.54953341503
-0.820625	1178.54953341503
-0.815625	1178.54953341503
-0.810625	1178.54953341503
-0.805625	1178.54953341503
-0.800625	1178.54953341503
-0.795625	1178.54953341503
-0.790625	1178.54953341503
-0.785625	1178.54953341503
-0.780625	1178.54953341503
-0.775625	1178.54953341503
-0.770625	1178.54953341503
-0.765625	1178.54953341503
-0.760625	1178.54953341503
-0.755625	1178.54953341503
-0.750625	1178.54953341503
-0.745625	1178.54953341503
-0.740625	1178.54953341503
-0.735625	1178.54953341503
-0.730625	1178.54953341503
-0.725625	1178.54953341503
-0.7205	1178.54953341503
-0.715625	1178.54953341503
-0.7105	1178.54953341503
-0.705625	1178.54953341503
-0.7005	1178.54953341503
-0.6955	1178.54953341503
-0.6905	1178.54953341503
-0.6855	1178.54953341503
-0.6805	1178.54953341503
-0.6755	1178.54953341503
-0.6705	1178.54953341503
-0.6655	1178.54953341503
-0.6605	1178.54953341503
-0.6555	1178.54953341503
-0.6505	1178.54953341503
-0.6455	1178.54953341503
-0.6405	1178.54953341503
-0.6355	1178.54953341503
-0.6305	1178.54953341503
-0.6255	1178.54953341503
-0.6205	1178.54953341503
-0.6155	1178.54953341503
-0.6105	1178.54953341503
-0.6055	1178.54953341503
-0.6005	1178.54953341503
-0.5955	1178.54953341503
-0.5905	1178.54953341503
-0.5855	1178.54953341503
-0.5805	1178.54953341503
-0.5755	1178.54953341503
-0.570375	1178.54953341503
-0.565375	1178.54953341503
-0.560375	1178.54953341503
-0.555375	1178.54953341503
-0.550375	1178.54953341503
-0.545375	1178.54953341503
-0.540375	1178.54953341503
-0.5355	1178.54953341503
-0.530375	1178.54953341503
-0.5255	1178.54953341503
-0.5205	1178.54953341503
-0.5155	1178.54953341503
-0.5105	1178.54953341503
-0.5055	1178.54953341503
-0.5005	1178.54953341503
-0.4955	1178.54953341503
-0.4905	1178.54953341503
-0.4855	1178.54953341503
-0.4805	1178.54953341503
-0.4755	1178.54953341503
-0.4705	1178.54953341503
-0.4655	1178.54953341503
-0.4605	1178.54953341503
-0.4555	1178.54953341503
-0.4505	1178.54953341503
-0.4455	1178.54953341503
-0.4405	1178.54953341503
-0.4355	1178.54953341503
-0.430625	1178.54953341503
-0.425625	1178.54953341503
-0.415625	1178.54953341503
-0.410625	1178.54953341503
-0.405625	1178.54953341503
-0.400625	1180.6669808653
-0.390625	1177.60618342916
-0.385625	1174.29427844283
-0.380625	1173.77848996135
-0.375625	1171.22669431615
-0.370625	1166.76783862758
-0.365625	1167.33113394288
-0.360625	1164.57913092657
-0.355625	1163.08945235178
-0.350625	1161.65067395608
-0.345625	1160.58516354039
-0.340625	1159.95060797436
-0.335625	1157.37166556697
-0.330625	1155.3661985107
-0.325625	1155.36959185597
-0.320625	1153.34376472806
-0.315625	1154.54161560939
-0.310625	1153.89688000754
-0.305625	1150.92770289377
-0.300625	1148.09086624564
-0.295625	1145.71213120935
-0.290625	1142.37986615138
-0.285625	1139.94683759072
-0.280625	1140.79178056367
-0.275625	1137.59524931662
-0.270625	1136.85210670186
-0.265625	1135.32170798379
-0.260625	1133.6182486568
-0.255625	1134.06277688755
-0.250625	1130.99519276086
-0.245625	1128.42303704402
-0.240625	1129.30530681497
-0.235625	1124.41888962202
-0.230625	1121.91120746536
-0.225625	1123.8454142709
-0.220625	1120.70317654821
-0.215625	1116.59722876803
-0.2105	1113.74342539353
-0.205625	1114.37119426902
-0.2005	1108.96220190404
-0.1955	1109.65444433971
-0.1905	1107.00763502686
-0.1855	1105.38561598643
-0.1805	1104.20473183146
-0.1755	1101.0591007635
-0.1705	1100.23791120747
-0.1655	1094.19436327646
-0.1605	1090.19700254501
-0.1555	1085.52436610425
-0.1505	1083.06079743614
-0.1455	1080.48185502875
-0.1405	1078.50014138939
-0.1355	1075.24931661797
-0.1305	1072.64662079367
-0.1255	1070.1151852201
-0.1205	1069.42294278443
-0.1155	1067.65500989726
-0.1105	1064.01395041946
-0.1055	1062.9077198605
-0.1005	1062.80931284758
-0.0955	1060.18625695164
-0.0905	1062.27655763974
-0.0855	1061.17711377133
-0.0805	1055.59506079744
-0.0755	1054.22414930719
-0.070375	1052.66321048167
-0.065375	1050.77651050994
-0.060375	1050.07748138373
-0.055375	1047.83448015836
-0.0503749999999999	1047.00650391177
-0.0453750000000001	1045.00782354605
-0.040375	1043.59619191253
-0.0355	1041.53303798662
-0.030375	1041.0342162315
-0.0255	1040.45395418984
-0.0205	1037.61711754171
-0.0155	1032.88000754077
-0.0105	1033.65708360826
-0.00549999999999995	1031.73984352908
-0.000499999999999945	1028.7842397964
0.0045	1029.77170327081
0.00950000000000001	1024.43057781129
0.0145	1020.99651239514
0.0195	1020.60627768875
0.0245	1015.83184088981
0.0295	1015.40088604015
0.0345	1014.00282778773
0.0395	1010.33122820247
0.0445	1007.54189838816
0.0495	1004.99010274295
0.0545	1001.54925063625
0.0595	1000.72806108021
0.064375	997.555283250071
0.069375	996.214911867283
0.074375	993.412008671882
0.079375	992.814779903855
0.084375	987.789235554718
0.089375	988.817419172401
0.094375	984.209256291828
0.099375	982.509190310114
0.104375	981.755867659534
0.109375	978.2064285041
0.114375	978.38288245829
0.119375	975.009897257046
0.124375	973.550758789707
0.129375	968.633801489302
0.134375	968.677914977849
0.139375	965.349043265152
0.144375	963.133188801961
0.149375	962.227165614101
0.154375	960.279385427467
0.159375	959.166368177962
0.164375	958.30445847865
0.169375	956.339711565652
0.17425	957.048920727684
0.17925	955.532095390706
0.18425	957.347535111698
0.18925	950.76783862758
0.19425	947.143745876143
0.19925	946.152889056462
0.20425	943.224432085965
0.20925	938.232821189556
0.21425	936.257894240739
0.219375	931.313790178151
0.22425	930.146479404279
0.229375	930.210952964464
