#A	h
432.021	0.069
430.581	0.074
428.687	0.079
427.253	0.084
425.94	0.089
423.795	0.094
421.961	0.099
420.326	0.104
418.823	0.109
417.246	0.114
415.973	0.119
414.49	0.124125
412.79	0.129125
411.912	0.134125
410.191	0.139125
408.76	0.144125
406.737	0.149125
404.875	0.154125
403.607	0.159
401.777	0.164125
400.949	0.169
399.126	0.174
398.005	0.179
395.088	0.184
393.23	0.189
391.971	0.194
389.033	0.199
386.989	0.204
385.514	0.209
383.48	0.214
381.747	0.219
380.723	0.224
379.517	0.229
378.28	0.234
376.196	0.239
373.96	0.244
371.506	0.249
370.137	0.254
368.948	0.258875
366.942	0.264
365.121	0.268875
362.904	0.273875
361.427	0.278875
360.814	0.283875
359.762	0.288875
357.853	0.293875
356.06	0.298875
354.613	0.303875
353.346	0.308875
351.447	0.313875
348.589	0.318875
346.825	0.323875
344.918	0.328875
341.412	0.333875
338.167	0.338875
336.063	0.343875
334.002	0.348875
332.107	0.353875
330.404	0.358875
330.026	0.363875
326.993	0.368875
324.581	0.373875
323.644	0.378875
322.169	0.383875
319.601	0.388875
318.446	0.393875
316.452	0.398875
315.494	0.403875
313.611	0.408875
312.198	0.413875
310.765	0.418875
308.958	0.423875
306.653	0.428875
305.144	0.433875
303.506	0.438875
301.221	0.443875
299.983	0.448875
297.687	0.453875
296.405	0.458875
294.762	0.463875
292.902	0.468875
292.179	0.473875
290.214	0.478875
288.865	0.484
286.525	0.488875
284.964	0.494
283.827	0.498875
282.795	0.504
281.075	0.508875
280.386	0.514
279.122	0.519
277.076	0.524
275.557	0.529
273.671	0.534
272.674	0.539
271.35	0.544
269.775	0.549
267.449	0.554
266.612	0.559
266.113	0.564
264.993	0.569
264.592	0.574
262.745	0.579
261.973	0.584
261.155	0.589
260.016	0.594
259.193	0.599
258.552	0.604
257.194	0.609
256.212	0.614125
253.694	0.619
252.107	0.624125
250.129	0.629125
248.805	0.634125
247.543	0.639125
246.485	0.644125
244.876	0.649125
243.134	0.654125
240.922	0.659
239.438	0.664125
239.228	0.669
237.879	0.674125
237.021	0.679
235.754	0.684
234.298	0.689
231.607	0.694
229.318	0.699
226.338	0.704
222.449	0.709
218.086	0.714
215.835	0.719
214.023	0.724
211.103	0.729
208.606	0.734
207.755	0.739
206.034	0.744
204.744	0.749
203.327	0.754
202.218	0.759
200.078	0.764
197.881	0.768875
196.386	0.773875
192.916	0.778875
191.019	0.783875
188.419	0.788875
186.014	0.793875
184.924	0.798875
183.621	0.803875
182.103	0.808875
180.053	0.813875
178.372	0.818875
175.457	0.823875
173.815	0.828875
