#H theta alpha
-0.12275 175.742613487862 3.71260223196586
-0.127875 175.820696749899 3.7264142170416
-0.132875 175.850402338718 3.75340910898274
-0.137875 175.859738380918 3.7859719102042
-0.142875 175.935275449628 3.79940999517616
-0.147875 175.955644996246 3.82847083414043
-0.152875 175.965829769555 3.86033355196047
-0.157875 175.962434845119 3.89608832078931
-0.16275 175.947157685155 3.93382108632064
-0.16775 175.968375962883 3.96201222421053
-0.17275 175.996384089483 3.98780101073706
-0.17775 176.030428021888 4.01218181344347
-0.18275 176.000187034406 4.05426219326059
-0.18775 176.073437426306 4.06718344805026
-0.19275 175.935672927778 4.13835364996591
-0.19775 175.953817520267 4.16605320150709
-0.20275 175.848310075053 4.22733556693834
-0.20775 175.79790842925 4.27308062518071
-0.21275 175.783123946481 4.30908708264282
-0.21775 175.816053021739 4.33194220310044
-0.22275 175.756915090663 4.37941732228786
-0.22775 175.780435858705 4.40451441910719
-0.23275 175.734066344566 4.44787266233268
-0.23775 175.810004824242 4.45880434725347
-0.24275 175.819413131459 4.48716569262253
-0.24775 175.8429338995 4.51177196722116
-0.25275 175.898039698912 4.52806801364846
-0.25775 175.875190952814 4.56436931081988
-0.262625 175.945753256939 4.57567302101409
-0.26775 176.012955451343 4.58944929050472
-0.272625 175.983386485805 4.62640327078974
-0.27775 175.973978178588 4.65946703900447
-0.282625 175.918200357233 4.70250213349045
-0.287625 175.895351611135 4.73787383953707
-0.292625 175.93096877417 4.75822705960958
-0.297625 175.926264620561 4.78869399117643
-0.302625 175.844277943388 4.83830768649015
-0.307625 175.930296752226 4.84585376481853
-0.312625 175.914840247513 4.87837182862017
-0.31775 175.905431940296 4.91010416687183
-0.322625 175.854358272549 4.95058665912779
-0.32775 175.910136093904 4.96592710673964
-0.33275 175.945753256939 4.98548341233922
-0.33775 175.952473476379 5.0120435355759
-0.34275 175.8993837428 5.05300046686795
-0.34775 175.894007567247 5.08227059472842
-0.35275 175.725330059293 5.15030663797395
-0.35775 175.588909604653 5.2102868620357
-0.36275 175.672240325714 5.21786933857287
-0.36775 175.628558899352 5.25541129092359
-0.37275 175.659471908777 5.27520911320702
-0.37775 175.652751689337 5.3036786094581
-0.38275 175.57009299022 5.34986497329378
-0.38775 175.588237582709 5.37233090495896
-0.39275 175.625198789631 5.39039942976504
-0.397875 175.650735623505 5.41154365604087
-0.40275 175.613774416583 5.44584305221936
-0.407875 175.625870811575 5.47002061342949
-0.41275 175.526411563857 5.51840184164077
-0.417875 175.588237582709 5.53103971865377
-0.42275 175.622510701855 5.54848488269617
-0.427875 175.617134526303 5.5762345631445
