#H theta alpha
0.97 146.124443973587 3.05286176959951
0.975 146.143116057987 3.04442215228185
0.98 146.226291706679 2.96770974278372
0.985 146.292492733189 2.90073988403873
0.99 146.344265330844 2.84222430348927
0.995 146.417256206227 2.72569975641597
1 146.447810526154 2.66935698819169
1.005 146.474969921646 2.59118890314575
1.01 146.487700888282 2.54022038314603
1.015 146.494490737155 2.48700047856594
1.02 146.497036930482 2.44350696470252
1.025 146.500431854919 2.42005397390199
1.03 146.485154694955 2.35556002290144
1.035 146.4800623083 2.32646804192552
1.04 146.410466357354 2.22011907324341
1.045 146.30098004428 2.11230820542111
1.05 146.230535362225 2.0546896755123
1.055 146.166880529042 2.00934183666455
1.06 145.979310953931 1.90785523386724
