#A	h
181.47	-0.342125
181.47	-0.337375
181.47	-0.332375
181.47	-0.327375
181.47	-0.322375
181.47	-0.317375
181.47	-0.312375
181.47	-0.307375
181.47	-0.302375
181.47	-0.297375
181.47	-0.292375
181.47	-0.287375
181.47	-0.282375
181.47	-0.277375
181.47	-0.272375
181.47	-0.267375
181.47	-0.262375
181.47	-0.2575
181.47	-0.252375
181.47	-0.2475
181.47	-0.242375
181.47	-0.2375
181.47	-0.2325
181.47	-0.2275
181.47	-0.2225
181.47	-0.2175
181.47	-0.2125
181.47	-0.2075
181.47	-0.2025
181.47	-0.1975
181.47	-0.1925
181.47	-0.1875
181.47	-0.1825
181.47	-0.1775
181.47	-0.1725
181.47	-0.1675
181.47	-0.1625
181.47	-0.1575
181.47	-0.1525
181.47	-0.1475
181.47	-0.1425
181.47	-0.1375
181.47	-0.1325
181.47	-0.1275
181.47	-0.1225
181.47	-0.1175
181.739	-0.1125
181.681	-0.1075
181.749	-0.1025
181.83	-0.0975
181.719	-0.0925
181.879	-0.0875
182.103	-0.082375
182.078	-0.077375
182.048	-0.072375
182.044	-0.067375
182.039	-0.062375
182.124	-0.057375
182.073	-0.052375
181.971	-0.047375
182.088	-0.042375
182.262	-0.037375
182.041	-0.032375
181.765	-0.027375
181.909	-0.022375
181.723	-0.017375
182.159	-0.012375
181.934	-0.007375
181.728	-0.002375
182.168	0.002625
181.87	0.007625
181.846	0.012625
181.753	0.017625
181.791	0.022625
181.598	0.027625
181.763	0.032625
181.552	0.037625
181.834	0.042625
181.814	0.047625
181.862	0.052625
181.812	0.05775
181.568	0.062625
181.846	0.06775
181.9	0.072625
181.823	0.07775
181.992	0.08275
182.178	0.08775
181.951	0.09275
182.066	0.09775
182.277	0.10275
182.588	0.10775
183.28	0.11275
183.25	0.11775
183.347	0.12275
183.62	0.12775
183.753	0.13275
183.003	0.13775
183.177	0.142625
183.523	0.14775
183.778	0.152625
183.319	0.157625
182.865	0.162625
183.583	0.167625
183.581	0.172625
183.008	0.177625
183.25	0.182625
182.878	0.187625
182.691	0.192625
181.441	0.197625
181.57	0.202625
181.904	0.207625
181.443	0.212625
181.976	0.217625
181.238	0.222625
181.31	0.227625
181.206	0.232625
181.306	0.237625
181.273	0.2425
181.44	0.247625
181.524	0.2525
181.262	0.257625
181.264	0.2625
181.208	0.2675
181.368	0.2725
181.663	0.2775
181.304	0.2825
181.436	0.2875
181.47	0.2925
181.34	0.2975
181.415	0.3025
181.765	0.3075
181.466	0.3125
181.572	0.3175
181.589	0.3225
181.389	0.3275
181.231	0.3325
181.422	0.3375
182.09	0.3425
181.352	0.3475
181.424	0.3525
181.271	0.3575
181.426	0.3625
181.436	0.3675
181.563	0.3725
181.378	0.3775
181.167	0.3825
181.216	0.3875
181.125	0.3925
181.371	0.397625
181.558	0.4025
181.44	0.407625
181.524	0.4125
181.065	0.417625
181.109	0.4225
181.245	0.427625
181.223	0.432625
181.229	0.437625
181.22	0.442625
181.197	0.447625
181.167	0.452625
181.099	0.457625
181.088	0.462625
181.141	0.467625
181.951	0.472625
181.178	0.477625
181.176	0.482625
181.014	0.487625
181.051	0.492625
181.072	0.497625
180.969	0.502625
181.146	0.507625
181.134	0.512625
181.155	0.517625
181.09	0.522625
181.274	0.527625
181.134	0.532625
181.311	0.537625
181.41	0.542625
181.457	0.547625
181.294	0.552625
181.477	0.55775
181.29	0.562625
181.269	0.56775
181.157	0.572625
181.273	0.57775
181.144	0.58275
181.102	0.58775
181.148	0.59275
180.988	0.59775
181.023	0.60275
181.025	0.60775
181.027	0.61275
181.109	0.61775
180.791	0.62275
180.912	0.62775
180.977	0.63275
180.844	0.63775
180.765	0.642625
180.828	0.64775
180.928	0.652625
180.715	0.657625
180.729	0.662625
180.58	0.667625
180.506	0.672625
180.374	0.677625
180.387	0.682625
180.406	0.687625
180.381	0.692625
180.642	0.697625
180.742	0.702625
180.492	0.707625
180.497	0.712625
180.455	0.717625
180.533	0.722625
180.599	0.727625
180.606	0.7325
180.675	0.737625
180.557	0.7425
180.71	0.7475
180.687	0.7525
180.759	0.7575
180.675	0.7625
180.756	0.7675
180.795	0.7725
180.624	0.7775
180.693	0.7825
180.642	0.7875
180.738	0.7925
180.575	0.7975
180.786	0.8025
180.835	0.8075
180.578	0.8125
180.7	0.8175
180.691	0.8225
180.807	0.8275
180.956	0.8325
180.946	0.8375
180.635	0.8425
180.795	0.8475
180.724	0.8525
180.708	0.8575
180.749	0.8625
180.642	0.8675
180.487	0.8725
180.714	0.8775
180.536	0.8825
180.638	0.8875
180.833	0.8925
180.633	0.897625
180.545	0.9025
180.429	0.907625
180.522	0.9125
180.582	0.917625
180.536	0.922625
180.554	0.927625
180.577	0.932625
180.448	0.937625
180.661	0.942625
180.559	0.947625
180.541	0.952625
180.424	0.957625
180.489	0.962625
180.496	0.967625
180.267	0.972625
