#A	h
180.297	0.977625
180.167	0.982625
180.061	0.987625
180.162	0.992625
179.988	0.997625
179.613	1.00262
179.582	1.00762
179.323	1.01262
179.107	1.01763
179.084	1.02262
178.785	1.02763
178.771	1.03262
178.565	1.03762
178.402	1.04262
178.075	1.04762
178.015	1.05262
178.005	1.05775
177.767	1.06262
177.664	1.06775
177.472	1.07262
177.243	1.07775
176.77	1.08275
176.661	1.08775
176.255	1.09275
175.807	1.09775
175.482	1.10275
175.041	1.10775
174.701	1.11275
174.197	1.11775
172.558	1.12275
171.908	1.12775
171.709	1.13275
171.477	1.13775
170.871	1.14263
170.552	1.14775
170.415	1.15263
169.849	1.15762
169.427	1.16263
168.364	1.16762
167.117	1.17263
165.074	1.17762
163.954	1.1825
162.794	1.1875
161.488	1.1925
159.93	1.1975
159.011	1.2025
157.561	1.2075
156.648	1.2125
155.173	1.2175
154.052	1.2225
152.297	1.2275
150.973	1.2325
149.509	1.2375
148.707	1.2425
147.234	1.2475
146.445	1.2525
145.109	1.2575
144.14	1.2625
143.157	1.2675
142.299	1.2725
141.332	1.2775
139.896	1.2825
138.192	1.2875
136.718	1.29237
134.947	1.2975
131.368	1.30237
129.264	1.3075
126.53	1.31237
124.668	1.3175
123.376	1.32237
122.159	1.3275
120.772	1.33237
118.979	1.3375
118.081	1.34237
116.386	1.3475
112.578	1.35237
109.748	1.3575
107.77	1.36237
104.3	1.3675
102.06	1.3725
100.687	1.3775
99.7095	1.3825
98.8709	1.3875
98.0587	1.3925
97.0514	1.3975
95.826	1.4025
94.7976	1.4075
94.1348	1.4125
92.6686	1.4175
88.7324	1.4225
84.0737	1.4275
77.8468	1.4325
75.5948	1.4375
73.1423	1.4425
71.4792	1.4475
68.4291	1.4525
66.6922	1.4575
61.1315	1.4625
52.7089	1.4675
43.0855	1.4725
38.9348	1.4775
28.6979	1.4825
