#A	h
52.4417	6.93889e-18
61.0647	-0.000875
62.7507	-0.002125
63.1339	-0.002875
63.6613	-0.00425
63.6314	-0.005
64.0376	-0.005875
64.7513	-0.007125
64.8884	-0.007875
65.0959	-0.00925
65.8202	-0.01
66.1946	-0.010875
66.2737	-0.012125
66.7994	-0.012875
67.0772	-0.01425
66.9295	-0.015
67.1545	-0.015875
67.5712	-0.017125
67.747	-0.017875
67.9034	-0.01925
68.4695	-0.02
69.1112	-0.020875
70.0377	-0.022125
69.992	-0.022875
70.0113	-0.02425
70.3559	-0.025
70.776	-0.025875
71.2191	-0.027125
71.314	-0.027875
71.7201	-0.02925
72.5024	-0.03
73.2285	-0.030875
73.9774	-0.032125
74.0477	-0.032875
74.2182	-0.03425
74.656	-0.035
74.8195	-0.035875
74.9091	-0.037125
75.3873	-0.037875
75.4647	-0.03925
76.2259	-0.04
77.3985	-0.040875
78.1228	-0.042125
78.4269	-0.042875
78.2845	-0.04425
78.8154	-0.045
79.0071	-0.045875
79.8509	-0.047125
80.6403	-0.047875
80.1955	-0.04925
80.4381	-0.05
81.0147	-0.050875
81.739	-0.052125
81.8762	-0.052875
82.5618	-0.05425
82.8976	-0.055
83.2632	-0.055875
83.0118	-0.057125
83.9471	-0.057875
84.6749	-0.05925
84.9896	-0.06
85.5363	-0.060875
86.0761	-0.062125
86.7089	-0.062875
86.8689	-0.06425
87.326	-0.065
87.8253	-0.065875
87.7022	-0.06725
88.6322	-0.067875
88.7148	-0.06925
89.3741	-0.07
89.2106	-0.070875
89.2757	-0.072125
89.622	-0.072875
90.181	-0.07425
90.5256	-0.075
90.6082	-0.075875
91.2903	-0.07725
91.4503	-0.077875
92.1201	-0.07925
91.9935	-0.08
93.7533	-0.080875
94.0645	-0.082125
93.9432	-0.082875
94.3317	-0.08425
94.6816	-0.085
95.1633	-0.085875
95.6959	-0.08725
95.441	-0.088
96.1108	-0.08925
96.2497	-0.09
96.7121	-0.090875
96.9424	-0.092125
97.4961	-0.093
97.9814	-0.09425
98.5105	-0.095
99.001	-0.096
99.4282	-0.09725
99.5882	-0.098
99.8958	-0.09925
100.094	-0.1
100.114	-0.100875
100.458	-0.102125
100.675	-0.103
101.724	-0.10425
101.997	-0.105
102.471	-0.106
103.292	-0.10725
103.41	-0.108
103.922	-0.10925
104.481	-0.11
105.033	-0.110875
105.743	-0.11225
105.977	-0.113
105.863	-0.11425
106.348	-0.115125
106.603	-0.116
107.132	-0.11725
107.408	-0.118
108.257	-0.11925
107.967	-0.12
108.42	-0.120875
108.396	-0.12225
108.832	-0.123
108.638	-0.12425
109.256	-0.125125
109.897	-0.126
109.945	-0.12725
110.37	-0.128
110.476	-0.12925
111.047	-0.130125
111.652	-0.130875
111.293	-0.13225
112.149	-0.133
112.823	-0.13425
113.106	-0.135125
112.9	-0.136
113.487	-0.13725
113.51	-0.138
113.898	-0.13925
113.717	-0.140125
114.129	-0.140875
116.971	-0.142125
116.954	-0.147125
117.938	-0.152125
118.367	-0.157125
119.974	-0.162125
122.293	-0.167125
123.606	-0.172125
125.014	-0.177125
126.387	-0.182125
128.979	-0.187125
130.907	-0.192125
132.287	-0.197125
133.469	-0.202125
134.847	-0.207125
135.831	-0.212125
137.948	-0.217125
139.696	-0.222125
140.97	-0.227125
142.855	-0.232125
144.446	-0.237125
145.879	-0.242
148.872	-0.247125
150.935	-0.252
152.091	-0.257
