#H theta alpha
0 173.671709581657 3.25366074307191
-0.025 173.627575563984 3.48423504497574
-0.05 173.676801968312 3.67275321748441
-0.075 173.456131879945 3.93288202796116
-0.099875 173.471409039909 4.11176778084588
-0.125 173.260923724852 4.34847570078479
-0.15 173.308452666962 4.50524408183345
-0.175125 173.205756202761 4.69751895505626
-0.200125 173.213394782743 4.8546851741994
-0.225125 173.255831338198 4.99882286627654
-0.250125 173.103908469669 5.18710893690013
-0.275125 173.226125749379 5.30433726201723
-0.300125 173.287234389234 5.43393717251426
-0.325125 173.23461306047 5.58694745095507
-0.350125 173.422182635581 5.68208614712344
-0.375125 173.497719704291 5.80087221336707
-0.400125 173.31948617138 5.97379584317042
-0.425125 173.399266895636 6.08683526864368
-0.450125 173.177748076161 6.26241462716599
-0.475 173.249890220434 6.37207950980475
-0.5 173.330519675799 6.47890938949501
-0.525 173.239705447125 6.61942663293603
-0.55 173.102211007451 6.76707657482846
-0.575 173.110698318542 6.88306907986024
-0.599875 173.06681124867 7.00727087976841
-0.625 173.06009102923 7.12349001690846
-0.65 173.079579665607 7.2325964912771
-0.675125 172.943159210967 7.37038911968204
-0.700125 172.95861571568 7.47721252132288
-0.725125 173.12326109197 7.55504073822143
-0.750125 173.087643928936 7.66905300927995
-0.775125 173.16156634278 7.76165146953643
-0.800125 173.176350825549 7.86397916224734
-0.825125 173.051354743957 7.99014343077235
-0.850125 173.119228960305 8.08074624163873
-0.875125 173.18643115471 8.17043794850831
-0.900125 173.261025590498 8.25812027407032
-0.925125 173.30134690714 8.35091516207535
-0.950125 173.283202314651 8.45278028457201
-0.975 173.315459367965 8.54464461947559
-1 173.201215637478 8.66062438449278
-1.025 173.004985229819 8.78908967619317
-1.05 172.962647847344 8.89062268428213
-1.075 172.962647847344 8.98438268698511
-1.099875 172.92031046487 9.08380322061499
-1.125 172.976760308169 9.16726188053816
-1.15 173.017081624811 9.25219277408327
-1.175125 172.99692096649 9.34644863215761
-1.200125 173.069499336446 9.42500614496505
-1.225125 172.96869604484 9.52995314294217
-1.250125 172.970040088729 9.61820787458971
-1.275125 172.957943693736 9.70773351237873
-1.300125 172.911574179597 9.80184351036297
-1.325125 173.170974649997 9.84885427611362
-1.350125 173.131325355298 9.94079313453707
-1.375125 173.210623944695 10.0142841463559
-1.400125 173.299330841308 10.085784565985
-1.425125 173.319491499629 10.1670138080622
-1.450125 173.353092596831 10.2457402633788
-1.475 173.117212894473 10.3629830182944
-1.5 173.077563599775 10.4511140087541
-1.525 172.911574179597 10.5567810861314
-1.55 172.876629038507 10.6428594435611
-1.575 172.939799101247 10.7143973057928
-1.599875 172.93375090375 10.7948691509096
-1.625 172.972728176505 10.8692995111171
-1.65 172.925686640422 10.9550084103133
-1.675125 172.916950355149 11.0351651549001
-1.700125 172.824211326872 11.1260617048466
-1.725125 172.896789696828 11.1936193667404
-1.750125 173.021113756476 11.2536733640652
-1.775125 172.904853960157 11.346282423648
-1.800125 172.985496593441 11.4116066872739
-1.825125 173.108476609201 11.4708935189025
-1.850125 173.058074963398 11.5531086122187
-1.875125 173.025817910084 11.6324820302592
-1.900125 173.095708192264 11.6978380012962
-1.925125 173.170974649997 11.7621422010762
-1.950125 172.970040088729 11.8624602468516
-1.975 172.988184681218 11.9330631369731
-2 173.090332016712 11.9927910144895
-2.025 172.989528725106 12.078497053285
-2.05 172.90216587238 12.1619864606546
-2.075 172.741552627755 12.254403566511
-2.099875 172.634029116708 12.3390567804204
-2.125 172.83563569992 12.3847937915573
-2.15 173.377285386817 12.3870224640236
-2.175125 173.308067126581 12.4667152086089
-2.200125 173.370565167376 12.5291967817554
-2.225125 173.416262659571 12.593471858798
-2.250125 173.422310857068 12.6623822288421
-2.275125 173.353092596831 12.7403096012653
-2.300125 173.328899806846 12.8122776476494
-2.325125 173.442471515389 12.8670011858561
-2.350125 173.56074737754 12.9208595180472
-2.375125 173.564779509204 12.9885359382093
-2.400125 173.390725825698 13.0775151426674
-2.425125 173.420294791235 13.1413525239754
-2.450125 173.474728568703 13.2020187211425
-2.475 173.466664305374 13.2695434495333
-2.5 173.42768703262 13.3408058114833
-2.525 173.371237189321 13.4137655737549
-2.55 173.302018929084 13.4879818006757
-2.575 173.179710935269 13.568048409352
-2.599875 173.159550276948 13.6354370041027
-2.625 173.233472690792 13.6921462808965
-2.65 173.341668223783 13.7443896579206
-2.675125 173.418950747347 13.8003396945794
-2.700125 173.383333584313 13.86885488339
-2.725125 173.444487581221 13.9259189833182
