#H theta alpha
-0.340625 120.350177652428 13.7227939587607
-0.335625 120.379034510137 13.7072321824853
-0.330625 120.377337047919 13.6951195801862
-0.325625 120.267850734845 13.6951400836306
-0.320625 120.267002003736 13.6828944842034
-0.315625 120.093012126371 13.6901364032636
-0.310625 120.017475057661 13.686238925891
-0.305625 120.067550193098 13.6682767812982
-0.300625 120.110835479662 13.6510948605074
-0.295625 120.128658832953 13.6366721290397
-0.290625 120.198254783899 13.6164442426294
-0.285625 120.219473061627 13.6016574559748
-0.280625 120.064155268661 13.6067942983361
-0.275625 120.126961370735 13.5873514993493
-0.270625 120.056516688679 13.582827674927
-0.265625 120.029357293188 13.5735071004625
-0.260625 120.011533939897 13.5631255765665
-0.255625 119.877434424659 13.5658354072745
-0.250625 119.932601946751 13.5471253080611
-0.245625 119.96145880446 13.531418542857
-0.240625 119.804443549276 13.5368079859219
-0.235625 119.957215148915 13.5069337767983
-0.230625 119.982677082188 13.491578749923
-0.225625 119.768796842694 13.5034236996131
-0.220625 119.828208020331 13.4841759693395
-0.215625 119.939391795623 13.4589866772684
-0.2105 119.98013088886 13.4414533521317
-0.205625 119.83924152475 13.4453120820085
-0.2005 120.017475057661 13.4120307179203
-0.1955 119.870644575786 13.4162943288361
-0.1905 119.902896357932 13.3999855074279
-0.1855 119.880829349095 13.3899820380922
-0.1805 119.834149138095 13.3826948218215
-0.1755 119.893560315732 13.3632652260211
-0.1705 119.828208020331 13.3581886817399
-0.1655 120.043785722043 13.3207726989474
-0.1605 120.149028379571 13.2959711780113
-0.1555 120.290766474791 13.2669254411607
-0.1505 120.313682214737 13.2515877982855
-0.1455 120.342539072446 13.2355142012741
-0.1405 120.33914414801 13.2231505949473
-0.1355 120.40449644341 13.2028459340197
-0.1305 120.434202032229 13.1865685730148
-0.1255 120.460512696611 13.1707189624229
-0.1205 120.388370552338 13.1663816681288
-0.1155 120.373093392374 13.1552985326389
-0.1105 120.459663965502 13.1324454383226
-0.1055 120.409588830065 13.1254948668182
-0.1005 120.304346172537 13.1248763988228
-0.0955 120.335749223573 13.1083810359152
-0.0905 120.113381672989 13.1215276708705
-0.0855 120.062457806443 13.1146144088429
-0.0805 120.253422305991 13.0794622911163
-0.0755 120.216926868299 13.0708157492593
-0.070375 120.18807001059 13.0609641983077
-0.065375 120.179582699499 13.0490474417663
-0.060375 120.107440555225 13.0446296706922
-0.055375 120.117625328535 13.0304447968555
-0.0503749999999999 120.052273033134 13.025204995197
-0.0453750000000001 120.049726839806 13.0125483713266
-0.040375 120.015777595442 13.0036023230919
-0.0355 120.020021250988 12.9905170196482
-0.030375 119.93345067786 12.9873514617432
-0.0255 119.85791360915 12.9836681744347
-0.0205 119.900350164605 12.9656469756724
-0.0155 120.045483184261 12.9355020742864
-0.0105 119.893560315732 12.9404515296983
-0.00549999999999995 119.886770466859 12.9282367978905
-0.000499999999999945 119.935996871187 12.9093855718128
0.0045 119.772191767131 12.915686592972
0.00950000000000001 119.950425300042 12.8815705528455
0.0145 120.025113637643 12.8595911872086
0.0195 119.935996871187 12.8570913166789
0.0245 120.08367608417 12.8264691823888
0.0295 119.996256779933 12.8237017837843
0.0345 119.96145880446 12.814720245632
0.0395 120.048878108697 12.7911048100123
0.0445 120.089617201934 12.7731368480143
0.0495 120.116776597425 12.7566783280722
0.0545 120.192313666135 12.7344541690905
0.0595 120.126112639626 12.7291448267332
0.064375 120.189767472808 12.7086120082991
0.069375 120.151574572899 12.6999284056053
0.074375 120.193162397244 12.6817518424483
0.079375 120.115079135207 12.6778757254294
0.084375 120.275489314827 12.6452151314063
0.089375 120.109986748553 12.6519036187287
0.094375 120.248329919336 12.6219009999238
0.099375 120.229657834936 12.6108154470114
0.104375 120.16006188399 12.6059003730654
0.109375 120.240691339354 12.5827178169019
0.114375 120.121020252971 12.5838712387524
0.119375 120.192313666135 12.5618059942115
0.124375 120.160910615099 12.5522494297084
0.129375 120.316228408064 12.519995807129
0.134375 120.203347170554 12.5202855226019
0.139375 120.2729431215 12.4984054964299
0.144375 120.2822791637 12.4838212255188
0.149375 120.220321792736 12.4778533837068
0.154375 120.215229406081 12.4650145874703
0.159375 120.164305539535 12.4576725718651
0.164375 120.100650706352 12.4519842023898
0.169375 120.095558319698 12.4390083044888
0.17425 119.949576568933 12.4436936389729
0.17925 119.920719711223 12.4336708386904
0.18425 119.711931858384 12.4456659172965
0.18925 119.957215148915 12.402140504892
0.19425 120.042936990934 12.3781055184447
0.19925 119.985223275515 12.3715265397706
0.20425 120.032752217624 12.3520633113406
