#A h theta
176.915 -0.259625 171.679
179.966 -0.1605 169.037
177.733 -0.0605 166.719
178.59 -0.0105 165.431
178.59 0.039625 164.194
183.537 0.3395 156.466
183.537 0.8395 143.944
175.872 0.8395 144.383
158.396 0.9895 141.536
137.34 1.0395 141.394
107.287 1.08937 141.64
55.8452 1.1895 140.898
37.5615 1.23937 139.462
