#h5 A5 h10 A10 h15 A15 h20 A20 h25 A25 h30 A30 h35 A35 h40 A40 h45 A45 h50 A50 h55 A55 h60 A60 h65 A65 h70 A70 h75 A75 h80 A80 h85 A85 h90 A90 h95 A95 h100 A100 h105 A105 h110 A110 h115 A115 h120 A120 h125 A125 h130 A130 h135 A135 h140 A140 h145 A145 h150 A150 h155 A155 h160 A160 h165 A165 h170 A170 h175 A175
0 3141.98879834988 0 3110.70064380957 0 3073.63467363014 0 3031.30634594536 0 2983.40128389535 0 2930.45949443623 0 2872.40774300851 0 2809.39826605716 0 2741.79981432292 0 2669.78940017655 0 2593.16805433077 0 2512.54635213912 0 2427.95969014254 0 2339.65933839082 0 2247.5480506951 0 2152.1148875942 0 2053.50339548481 0 1952.06567958831 0 1847.67430484657 0 1740.93055712728 0 1631.81283708003 0 1520.69342391486 0 1407.70444080067 0 1293.22347872542 0 1177.44806534069 0 1060.8546412473 0 943.584526071355 0 825.993598959661 0 708.787456367882 0 592.10862693158 0 476.952920264599 0 363.904818071603 0 254.483541266464 0 150.912096579443 0 58.4323253991921
0.17718505859375 3036.55679578916 0.176513671875 3005.95155486874 0.1754150390625 2969.86599978526 0.17388916015625 2928.59872582504 0.1719970703125 2882.04678959355 0.169708251953125 2830.73864618396 0.167022705078125 2774.39638483959 0.16400146484375 2713.57058522984 0.160614013671875 2648.01995526978 0.15692138671875 2578.3168490226 0.15289306640625 2504.25921375235 0.1485595703125 2426.44092874036 0.143951416015625 2344.51510955267 0.1390380859375 2259.10644888376 0.1339111328125 2170.29089200225 0.128509521484375 2078.17579389125 0.122894287109375 1982.90244385333 0.1170654296875 1884.81757435594 0.11102294921875 1784.12556123202 0.10479736328125 1680.9115481947 0.098419189453125 1575.63405621531 0.091888427734375 1468.32942237549 0.085235595703125 1359.27191240846 0.078460693359375 1248.67685300674 0.071624755859375 1137.00377961072 0.064666748046875 1024.42997593416 0.05767822265625 911.278514039974 0.0506591796875 797.814094969195 0.04364013671875 684.588097275482 0.036651611328125 572.034881350506 0.029693603515625 460.868626219582 0.02288818359375 351.706193726848 0.0162353515625 246.032748233134 0.0098876953125 146.009792469365 0.004058837890625 56.6124305999996
0.265777587890625 2983.60973420111 0.2647705078125 2953.45253974442 0.26312255859375 2917.85800259951 0.260833740234375 2877.12290929835 0.25799560546875 2831.34944047114 0.254562377929688 2780.85579131383 0.250534057617188 2725.36673123874 0.246002197265625 2665.42904205255 0.240921020507812 2601.19600417485 0.235382080078125 2532.44774607654 0.229339599609375 2459.76315914186 0.22283935546875 2383.15119218659 0.215927124023438 2302.83274792258 0.20855712890625 2218.86291275761 0.20086669921875 2131.50568310152 0.192764282226562 2041.04333948229 0.184341430664062 1947.43390708097 0.17559814453125 1851.18886108951 0.166534423828125 1752.17209217998 0.157196044921875 1650.95731648962 0.147628784179688 1547.50959912551 0.137832641601562 1442.1770517547 0.127853393554688 1335.07240719454 0.117691040039062 1226.54653560293 0.107437133789062 1116.77346720024 0.0970001220703125 1006.19785265248 0.086517333984375 895.14632746478 0.07598876953125 783.730572526755 0.065460205078125 672.58920706664 0.0549774169921875 562.027737552337 0.0445404052734375 452.752724124177 0.034332275390625 345.607113998876 0.02435302734375 241.828237013374 0.01483154296875 143.514300449716 0.0060882568359375 55.6975495595199
0.3543701171875 2930.8730705699 0.35302734375 2900.95670783781 0.350830078125 2865.85329770317 0.3477783203125 2825.65100269037 0.343994140625 2780.65383220841 0.33941650390625 2730.77268954304 0.33404541015625 2676.3359977942 0.3280029296875 2617.48224882389 0.32122802734375 2554.1693497152 0.3138427734375 2486.76256183233 0.3057861328125 2415.25351315857 0.297119140625 2340.03269492758 0.28790283203125 2261.12738634568 0.278076171875 2178.59252312424 0.267822265625 2092.86762838909 0.25701904296875 2003.87503970556 0.24578857421875 1912.09448726494 0.234130859375 1817.51204923272 0.2220458984375 1720.32867850537 0.2095947265625 1620.94299101339 0.19683837890625 1519.32031993149 0.18377685546875 1415.95343684682 0.17047119140625 1310.79633022838 0.15692138671875 1204.33306144594 0.14324951171875 1096.58760957923 0.12933349609375 987.999965017395 0.1153564453125 878.910950363379 0.101318359375 769.655352957697 0.0872802734375 660.482632250032 0.07330322265625 552.010475764793 0.05938720703125 444.794935805211 0.0457763671875 339.560792902589 0.032470703125 237.595832648939 0.019775390625 141.040220336874 0.00811767578125 54.7589497829005
0.442962646484375 2877.73818733658 0.4412841796875 2848.27161281697 0.43853759765625 2813.66051854203 0.434722900390625 2774.19463768135 0.42999267578125 2729.77122049185 0.424270629882812 2680.70443491578 0.417556762695312 2627.1187084746 0.410003662109375 2569.34683023262 0.401535034179687 2507.14865608299 0.392303466796875 2440.88673444994 0.382232666015625 2370.74106797093 0.37139892578125 2296.72113457323 0.359878540039062 2219.22725832085 0.34759521484375 2138.30551386927 0.33477783203125 2054.03065330843 0.321273803710938 1966.8529617058 0.307235717773438 1876.72082704543 0.29266357421875 1783.79645576422 0.277557373046875 1688.43980687487 0.261993408203125 1590.87734405912 0.246047973632812 1491.22590814738 0.229721069335938 1389.66676606936 0.213088989257812 1286.59246486557 0.196151733398438 1182.04394483075 0.179061889648438 1076.32057102369 0.161666870117188 969.839812207441 0.144195556640625 862.819917004962 0.12664794921875 755.478681880983 0.109100341796875 648.378890287364 0.0916290283203125 541.985730673454 0.0742340087890625 436.734112921963 0.057220458984375 333.41620115797 0.04058837890625 233.400510873598 0.02471923828125 138.616612624317 0.0101470947265625 53.8592050323135
0.53155517578125 2824.63396884185 0.529541015625 2795.61668435621 0.5262451171875 2761.49792712568 0.52166748046875 2722.56555018899 0.5159912109375 2678.91695657373 0.509124755859375 2630.66267339183 0.501068115234375 2577.92655221818 0.49200439453125 2521.039151487 0.481842041015625 2459.95416956379 0.47076416015625 2395.02495507899 0.45867919921875 2326.05057639506 0.4456787109375 2253.4155647537 0.431854248046875 2177.32828524468 0.4171142578125 2098.01224847075 0.4017333984375 2015.18375392147 0.385528564453125 1929.64103560265 0.368682861328125 1841.15557901048 0.3511962890625 1750.05151889929 0.33306884765625 1656.67354951628 0.31439208984375 1560.92376234162 0.295257568359375 1463.08106490102 0.275665283203125 1363.47021249669 0.255706787109375 1262.32532351776 0.235382080078125 1159.82087587382 0.214874267578125 1056.10776579656 0.194000244140625 951.672552179642 0.17303466796875 846.634690132964 0.1519775390625 741.430573424149 0.13092041015625 636.384743147607 0.109954833984375 531.861087714633 0.089080810546875 428.660472216863 0.06866455078125 327.327117195251 0.0487060546875 229.179563586042 0.0296630859375 136.152573934388 0.012176513671875 52.9362644060256
0.620147705078125 2771.57252754176 0.6177978515625 2742.80327671612 0.61395263671875 2709.17795177871 0.608612060546875 2670.78084149918 0.60198974609375 2627.90606864373 0.593978881835938 2580.46396229082 0.584579467773438 2528.77122633147 0.574005126953125 2472.76732147617 0.562149047851562 2412.79167526187 0.549224853515625 2349.00146698362 0.535125732421875 2281.38257899908 0.51995849609375 2210.12691237039 0.503829956054688 2135.4412036032 0.48663330078125 2057.54731395564 0.46868896484375 1976.50987856645 0.449783325195312 1892.42309133601 0.430130004882812 1805.74406988818 0.40972900390625 1716.44838769682 0.388580322265625 1624.71991186303 0.366790771484375 1530.78083560624 0.344467163085938 1434.89447312465 0.321609497070312 1337.22463431453 0.298324584960938 1238.00295246465 0.274612426757812 1137.53502131871 0.250686645507812 1035.82601685603 0.226333618164063 933.422475617963 0.201873779296875 830.480274433567 0.17730712890625 727.289484167025 0.152740478515625 624.294562629038 0.128280639648438 521.830277276776 0.103927612304688 420.661123281598 0.080108642578125 321.219421774509 0.05682373046875 224.934713024263 0.03460693359375 133.661920752476 0.0142059326171875 52.0212867578636
0.708740234375 2718.36622312871 0.7060546875 2689.84887501578 0.70166015625 2656.71802735929 0.695556640625 2619.05444899876 0.68798828125 2576.75582322224 0.6788330078125 2530.12545010979 0.6680908203125 2479.47286223458 0.656005859375 2424.54308928007 0.6424560546875 2365.67277462111 0.627685546875 2303.01806507482 0.611572265625 2236.56549395032 0.59423828125 2166.86623888183 0.5758056640625 2093.57688250642 0.55615234375 2017.1004687843 0.53564453125 1937.67259699606 0.5140380859375 1855.20932958584 0.4915771484375 1770.16374629096 0.46826171875 1682.67205874806 0.444091796875 1592.74864319214 0.419189453125 1500.76523337901 0.3936767578125 1406.82198201404 0.3675537109375 1311.08069289563 0.3409423828125 1213.77053677708 0.3138427734375 1115.32573898851 0.2864990234375 1015.6085056021 0.2586669921875 915.240441748119 0.230712890625 814.36017270723 0.20263671875 713.171582317112 0.174560546875 612.216129712818 0.1466064453125 511.800064163389 0.1187744140625 412.568295459953 0.091552734375 315.168658286883 0.06494140625 220.729258748689 0.03955078125 131.194161908196 0.0162353515625 51.114272553234
0.797332763671875 2665.03280618164 0.7943115234375 2636.96841395096 0.78936767578125 2604.33192446522 0.782501220703125 2567.20393522411 0.77398681640625 2525.67709989127 0.763687133789062 2479.8562867449 0.751602172851562 2430.04869791184 0.738006591796875 2376.19033775851 0.722763061523438 2318.42331594711 0.706146240234375 2256.90274050664 0.688018798828125 2191.79694821374 0.66851806640625 2123.28774511328 0.647781372070312 2051.57065537115 0.62567138671875 1976.68252401566 0.60260009765625 1898.68725214856 0.578292846679688 1818.01007778596 0.553024291992188 1734.75410979415 0.52679443359375 1648.89541436199 0.499603271484375 1560.76926485712 0.471588134765625 1470.581453862 0.442886352539062 1378.5769888571 0.413497924804688 1284.76123527855 0.383560180664062 1189.49666545231 0.353073120117188 1092.93651666358 0.322311401367188 995.334565686608 0.291000366210938 896.986435756751 0.259552001953125 798.161949952811 0.22796630859375 699.080162167592 0.196380615234375 600.152476396586 0.164932250976562 501.773194919738 0.133621215820312 404.553035999225 0.102996826171875 309.029370346002 0.07305908203125 216.502240130351 0.04449462890625 128.749301029171 0.0182647705078125 50.1853910716567
0.88592529296875 2611.78662097608 0.882568359375 2583.97917534467 0.8770751953125 2551.83798991862 0.86944580078125 2515.44015496723 0.8599853515625 2474.49081035763 0.848541259765625 2429.47888689873 0.835113525390625 2380.70442157014 0.82000732421875 2327.72639559418 0.803070068359375 2271.06043789818 0.78460693359375 2210.85430411395 0.76446533203125 2147.08853156187 0.7427978515625 2079.94334718301 0.719757080078125 2009.61268209183 0.6951904296875 1936.13343199549 0.6695556640625 1859.7372420336 0.642547607421875 1780.83579046075 0.614471435546875 1699.03818095958 0.5853271484375 1615.12838144279 0.55511474609375 1528.79141872353 0.52398681640625 1440.54065960905 0.492095947265625 1350.31697249579 0.459442138671875 1258.55793536916 0.426177978515625 1165.18966832946 0.392303466796875 1070.76619933836 0.358123779296875 975.135094462339 0.323333740234375 878.789426387408 0.28839111328125 782.007427885618 0.2532958984375 685.01854751144 0.21820068359375 588.106663419782 0.183258056640625 491.75244412219 0.148468017578125 396.533110255219 0.11444091796875 302.949872703685 0.0811767578125 212.315807124204 0.0494384765625 126.280081262494 0.020294189453125 49.2650137752205
