3141.98879834988 5
3110.70064380957 10
3073.63467363014 15
3031.30634594536 20
2983.40128389535 25
2930.45949443623 30
2872.40774300851 35
2809.39826605716 40
2741.79981432292 45
2669.78940017655 50
2593.16805433077 55
2512.54635213912 60
2427.95969014254 65
2339.65933839082 70
2247.5480506951 75
2152.1148875942 80
2053.50339548481 85
1952.06567958831 90
1847.67430484657 95
1740.93055712728 100
1631.81283708003 105
1520.69342391486 110
1407.70444080067 115
1293.22347872542 120
1177.44806534069 125
1060.8546412473 130
943.584526071355 135
825.993598959661 140
708.787456367882 145
592.10862693158 150
476.952920264599 155
363.904818071603 160
254.483541266464 165
150.912096579443 170
58.4323253991921 175
